267	-1.6621348 0.5285425 -1.3555664 3.2280061
268	-3.3375096 0.7160742 -1.9803791 5.008277
269	-2.1370924 0.5181928 -1.5064191 3.734409
270	-2.3865268 0.5768291 -1.5989506 3.8615856
271	-5.1085176 1.146584 -2.9770074 7.678894
272	-4.4325356 0.9990201 -2.7713566 7.0792227
273	-2.3016756 1.1085349 -2.3461764 5.567897
274	-3.4149013 0.78164244 -2.095665 5.2564974
275	-2.3346212 1.0892252 -2.356724 5.565347
276	-3.8239481 0.80771756 -2.1744063 5.5652337
277	-4.7163224 1.0884808 -2.9200344 7.40253
278	-2.4091578 1.1718967 -2.457751 5.683263
279	-1.6215596 0.61860335 -1.4532828 3.401806
280	-4.570661 1.0167736 -2.684261 6.8578844
281	-2.9604714 0.88040555 -2.3291378 5.6574616
282	-1.6613848 0.50561017 -1.2817308 3.0721288
283	-2.4679883 0.58839583 -1.6322222 3.9989722
284	-3.06799 0.90883666 -2.380741 5.77859
285	-4.5971937 0.9904525 -2.698118 6.949097
286	-1.7913357 0.49645212 -1.38694 3.3584878
288	-2.461996 0.5534282 -1.5955362 3.9104404
289	-1.957841 0.90992475 -1.9707439 4.567368
290	-3.5291507 0.78365684 -2.1423786 5.3691792
291	-4.2889957 0.9591463 -2.5793643 6.571865
293	-1.779846 0.7037132 -1.6686556 3.8948758
294	-2.092227 0.50195557 -1.4047028 3.452769
295	-3.2496262 0.7085925 -1.9419787 4.934542
296	-2.2116401 0.9932827 -2.2014697 5.126378
297	-4.1407166 0.88456655 -2.376781 6.099176
298	-3.3945284 0.73566824 -2.0150256 5.0859127
299	-3.0445263 1.0044153 -2.5951316 6.2926106
300	-2.4459357 0.76278085 -2.0208402 4.87379
301	-1.9915015 0.5425206 -1.4494351 3.5045667
302	-3.0743606 1.0096214 -2.5905786 6.3502564
303	-3.7497513 0.84874845 -2.2951272 5.79964
304	-4.7875233 1.024455 -2.799052 7.2327027
305	-1.508358 0.60040873 -1.4114425 3.2735393
306	-2.322329 1.1377939 -2.4171739 5.6537476
307	-2.1520333 0.6777279 -1.7076299 4.0858607
308	-3.9710567 0.8429978 -2.3310113 5.976442
309	-2.61067 0.8263018 -2.1569748 5.200599
310	-2.578248 1.4181784 -2.7162156 6.2811365
311	-2.7104998 0.6247005 -1.761419 4.343802
312	-2.978359 1.6997069 -3.0994444 7.1084013
313	-4.395485 0.9628248 -2.5765543 6.5838885
314	-3.4071736 0.7660059 -2.0620778 5.1705666
315	-4.5056725 1.0120205 -2.7660563 7.0944743
316	-1.8063624 0.46866792 -1.2579031 3.0860348
317	-2.6496549 0.67736775 -1.8779 4.603626
318	-3.298285 0.6999064 -1.9580355 4.959031
319	-2.2871318 0.9738407 -2.2088974 5.178316
320	-3.1865625 0.96311736 -2.5387354 6.160201
321	-1.8353604 0.6880698 -1.6645423 3.9103632
322	-4.804381 1.0616498 -2.9433644 7.5449195
323	-4.4257064 0.9845756 -2.5660377 6.579777
324	-3.8554735 0.83605146 -2.3244991 5.917238
325	-4.4990344 1.0108773 -2.60749 6.6423087
326	-2.7887983 1.5907196 -2.9785006 6.7934546
327	-1.9189186 0.7538008 -1.7838888 4.1773043
328	-2.3161256 1.0655849 -2.3293605 5.5334
329	-3.8247821 0.8941062 -2.4966865 6.284812
330	-2.8884768 0.97512686 -2.4986362 6.039286
331	-3.8402545 0.8522899 -2.2867236 5.809221
332	-4.435532 1.0029105 -2.684839 6.834478
333	-2.1838782 1.1957966 -2.3496606 5.4599504
334	-4.223799 0.92758614 -2.458416 6.2823634
336	-2.1483355 0.542181 -1.5225887 3.6768193
337	-2.3998992 1.2067181 -2.4745567 5.6835995
338	-2.8990078 0.6273654 -1.818522 4.502058
339	-3.8123145 0.8733025 -2.367555 6.020285
340	-2.5555089 0.6008499 -1.699965 4.189811
341	-3.3219194 0.7412527 -2.0082982 5.038067
342	-4.512857 0.9707447 -2.5732045 6.642823
343	-2.702283 1.5762002 -2.8823485 6.655432
344	-3.0830352 0.6805696 -1.9164195 4.7505927
345	-3.563862 0.78816515 -2.16641 5.472682
346	-3.360853 1.0586809 -2.7468421 6.7576137
347	-2.7582157 0.65835977 -1.7961357 4.4625664
348	-2.8730955 2.2323103 1.6603147 -0.34144512
349	-2.7517836 2.1939633 1.7707082 -0.4301065
350	-3.753688 3.1774006 2.6647477 -0.79123986
351	-2.6499152 1.7628893 1.442447 -0.09570648
352	-3.8235433 3.409243 2.434505 -0.7662953
353	-2.1189752 2.1042795 0.8150945 -0.26872227
354	-4.0012035 3.2293265 2.8656325 -0.7529617
355	-4.4826913 3.7097197 3.296042 -0.9117862
356	-2.1924121 1.6942778 1.3847424 -0.328548
357	-3.216526 3.0159454 2.592888 -0.9752784
359	-2.015139 1.274724 0.8287651 0.089481965
360	-4.4936395 3.8890052 3.0576656 -0.90663785
361	-4.022267 3.2508004 2.9446058 -0.7825879
362	-3.751816 3.1125894 2.4555972 -0.66387707
363	-2.1521013 2.0635555 0.84106654 -0.2566877
364	-3.141575 2.0010607 1.7436717 -0.010622383
365	-2.5431654 2.1112797 1.5348336 -0.43306467
366	-2.1526113 2.1056724 0.83484566 -0.26779494
367	-4.1075773 3.558016 2.9313605 -0.90428025
368	-4.2569323 3.9266489 2.8196225 -0.95113814
369	-1.805923 1.3812165 0.9849531 -0.19352359
370	-2.3475296 1.7844888 0.9768667 -0.0823373
371	-2.2913923 1.8722169 1.3567461 -0.33886006
372	-3.6375036 2.8395233 2.5169868 -0.5907341
373	-2.44449 1.9372526 1.0691007 -0.14780465
374	-2.2748888 1.7819217 0.9027567 -0.06670123
375	-3.1673574 2.8994887 1.6060803 -0.46133378
376	-2.3864372 2.0651555 0.99086165 -0.20673801
377	-2.1431806 1.6778944 1.3599771 -0.35600436
378	-2.2323098 1.7776395 0.9441405 -0.14432734
379	-1.9427569 1.5428084 1.2832412 -0.35078666
380	-2.8723884 2.640902 2.2050343 -0.81641746
381	-3.102135 2.788868 2.3825257 -0.8442022
382	-3.3877947 2.7252307 2.425696 -0.64978784
383	-2.237176 1.782898 1.362306 -0.3292172
384	-2.1730967 1.6833586 1.2877866 -0.28114733
385	-2.5916412 2.3763776 1.5343288 -0.52203286
386	-1.9630249 1.5427878 1.2564701 -0.32064268
387	-4.4882197 3.848875 2.9999437 -0.86532414
388	-4.375017 3.9611292 3.0144048 -1.0018276
389	-1.5138448 1.8243209 1.0214059 -0.5319424
390	-2.5293202 2.149909 1.6157314 -0.4684362
391	-2.1985366 1.7482965 0.90389293 -0.12653299
392	-4.3496747 3.979007 2.8605833 -0.9297297
393	-2.8516753 1.7972808 1.5163841 0.015380686
394	-2.0086753 1.4477066 0.712807 0.044296503
395	-2.3627727 1.787198 0.9582444 -0.04317967
396	-4.1374183 3.3302808 2.899236 -0.74844694
397	-4.366771 3.8792539 3.3882031 -1.1487981
398	-4.232133 3.807681 2.667188 -0.8279485
399	-2.9629312 0.6128553 -0.235866 1.9712154
400	-2.2582743 1.7929741 0.9080473 -0.10391612
401	-1.6782275 1.302344 1.0181255 -0.2154459
402	-4.752653 4.236774 3.1504128 -0.96229637
403	-3.822553 3.079053 2.6747806 -0.7077777
404	-4.4308796 4.066609 2.8458905 -0.9246378
405	-3.3058496 2.738292 2.2812223 -0.6489113
406	-2.475233 1.9623135 1.61781 -0.4194193
407	-3.493529 2.833843 2.4522648 -0.6569816
408	-2.1921659 1.7475028 0.8960904 -0.09740869
409	-4.318762 3.952168 2.8398476 -0.9185045
410	-3.659105 2.957721 2.5566363 -0.66422373
411	-2.3052802 1.7721965 1.4954344 -0.3744154
412	-2.486723 1.9256043 0.99618304 -0.07128794
413	-3.7223926 3.1449955 2.4929578 -0.71752137
414	-2.6449113 1.2571884 0.29483992 0.8889172
415	-4.070803 3.439229 2.7887435 -0.8061996
416	-3.646388 3.2516112 2.4537895 -0.7938036
417	-2.2381575 1.7558874 0.9428866 -0.08867037
418	-4.0635037 3.3575258 2.7827003 -0.73374856
419	-2.0907183 1.7335055 1.0265375 -0.2308992
420	-1.7405767 1.4591955 0.70864314 -0.12898359
421	-4.0600953 3.498544 2.8216732 -0.87083936
422	-2.3174734 1.4882832 0.78501904 0.17443368
423	-2.2565217 1.7191535 0.884818 -0.05138894
424	-3.3026085 3.0451803 2.6895142 -0.9959776
425	-3.7710106 3.171579 2.473149 -0.69480175
426	-3.5972695 3.0261624 2.4564526 -0.6994746
427	-1.2887425 0.6339354 0.1461218 0.39215386
428	-2.271608 2.0227425 0.88910556 -0.2111313
429	-3.068078 2.4346054 2.133236 -0.5458255
430	-4.2706795 3.923521 2.6989067 -0.8742035
431	-2.319481 1.8398337 0.9575687 -0.11947755
432	-4.544498 4.1004305 3.2022467 -1.0571516
433	-3.0553427 2.4829495 2.0984187 -0.5757187
434	-4.11458 3.6155322 2.6767774 -0.82660425
435	-2.8273194 2.5329127 2.0225046 -0.7068593
436	-2.2250702 1.6404546 0.83663124 -0.01291057
437	-3.091558 2.3354478 2.0902367 -0.48065528
438	-2.28846 1.7927276 0.9764259 -0.110708654
439	-4.5245385 4.067942 3.1060781 -0.9831167
440	-3.1923285 2.7730691 1.9367288 -0.58345395
441	-3.124571 1.9967864 1.745444 -0.021660626
442	-3.3747675 2.9298894 2.2886188 -0.69403744
443	-1.9020108 1.5131166 1.2015554 -0.2968834
444	-2.1896908 1.6125238 0.940316 -0.05264666
445	-3.9572902 3.3886714 2.661841 -0.78492165
446	-3.517038 3.2174718 2.2275958 -0.7466471
448	-2.2955923 1.89232 1.4278486 -0.3747165
449	-3.1761682 2.4848056 2.0670161 -0.5043056
450	-3.9109046 3.2000766 2.7105062 -0.7195714
451	-4.0701566 3.485153 2.6386588 -0.77106535
452	-4.517205 3.9107404 3.2064545 -0.98117113
453	-2.3812387 1.8224081 1.5450635 -0.34481114
454	-2.2373917 1.5812259 1.2823744 -0.19271892
455	-2.1585076 1.4592181 0.9566751 -0.02027769
456	-2.3367946 1.7117544 0.9027775 0.0012572566
457	-3.4814575 3.193232 2.8121924 -1.0187304
458	-2.8771496 2.25547 1.7050793 -0.36936903
459	-2.8231208 2.6214492 2.1050823 -0.8010014
460	-4.9566784 4.3547173 3.367151 -1.009924
461	-4.570434 4.006125 2.8583899 -0.83164304
462	-3.5740433 3.1287863 2.290643 -0.70248944
463	-4.3256607 3.788629 3.1515863 -0.98599553
464	-1.1694318 0.5140964 0.1595456 0.40230018
465	-2.3386142 1.8123451 0.9417417 -0.07908996
466	-2.8019514 2.208307 1.8734286 -0.43937606
467	-2.1255941 1.5906848 1.3420404 -0.28902724
468	-1.8861343 1.4869952 1.2513111 -0.30899677
469	-3.6759121 3.3147159 2.8868992 -1.026065
470	-3.3931887 2.670462 2.3289323 -0.585658
471	-4.2938986 3.8010101 2.8070903 -0.8767975
472	-2.471956 1.9846078 1.5203117 -0.3761992
473	-4.1682396 3.6358757 2.8259163 -0.890259
474	-3.59783 2.8817842 2.502836 -0.6535648
475	-2.3760662 2.068261 1.0040995 -0.23134308
476	-2.7429945 1.7578948 1.4187675 0.013662737
477	-3.1147242 2.710089 2.2951524 -0.733936
478	-2.8122878 2.315329 1.7927421 -0.4781007
479	-2.9588091 2.540977 1.4900588 -0.36142802
480	-2.7881002 2.047443 1.6760851 -0.3389393
481	-4.162282 3.5128028 3.0304112 -0.8887496
482	-4.241792 3.821082 2.814975 -0.92296296
483	-1.7326151 2.0971563 1.0356581 -0.56887084
484	-1.974651 1.976262 0.5203691 -0.114100076
485	-2.3103504 1.9361107 1.4971243 -0.44450617
486	-3.2094157 3.0046458 2.5819497 -0.9487121
487	-4.0168095 3.6686187 2.686945 -0.9154091
488	-4.1109476 3.6464057 2.6001225 -0.7804471
489	-3.9912267 3.2266293 2.8297791 -0.7574083
490	-3.3271253 2.8196702 2.170027 -0.6412318
491	-3.210617 2.742318 2.1376705 -0.6441808
492	-2.2720175 1.8443614 0.9929524 -0.16091138
493	-4.3749647 4.0490174 2.9173546 -0.98708886
494	-3.5090759 3.2785728 2.024124 -0.66879195
495	-4.1410804 3.5144846 2.7736394 -0.77636987
496	-1.9920365 1.5285635 0.78839 -0.04754716
497	-2.4176133 1.9152799 1.0716302 -0.15856971
498	-2.927234 2.287448 1.9920408 -0.5118689
499	-1.9013973 1.4196942 1.159676 -0.24786477
500	-2.415828 1.9058943 1.0655351 -0.14334926
501	-2.9712598 1.944589 1.6199365 -0.038223628
502	-3.2781172 2.8404903 2.1477027 -0.6530699
503	-2.218451 1.784505 0.8949467 -0.11177751
504	-4.537724 3.6775916 3.327871 -0.88110596
505	-3.1345313 2.8598053 2.4524202 -0.88397825
506	-2.4019232 1.8188003 0.98353505 -0.06443969
507	-2.3328128 1.7367988 0.96022326 -0.034548126
508	-3.621258 3.0243452 2.4071212 -0.6689889
509	-3.219279 2.948675 2.5797505 -0.94484526
510	-3.90057 3.2655668 2.7947257 -0.8188226
511	-4.1730423 3.7862167 2.6844757 -0.8743681
512	-4.0284157 3.6441872 2.58623 -0.8289344
513	-2.4127297 1.9072045 1.006678 -0.1056381
514	-2.2794023 1.7985898 0.9562204 -0.1113551
515	-2.1918602 1.7403831 0.93235946 -0.13879149
516	-3.5286744 3.199391 2.8739188 -1.0099049
517	-2.3048613 2.092156 0.856843 -0.19184583
518	-3.3088953 3.0193868 2.6260111 -0.9390894
519	-3.990961 3.215013 2.8073888 -0.73817486
520	-4.5935826 4.1512103 3.0578284 -0.97671765
521	-3.4803755 3.0163372 2.2644556 -0.6993999
522	-3.3549705 2.6661692 2.3984027 -0.61468935
523	-4.628357 3.985021 3.0565264 -0.87703824
524	-2.3029644 1.757788 0.9454654 -0.07910883
525	-2.2980433 1.7902727 0.91268665 -0.08636327
526	-1.5335001 1.6318899 0.13438915 0.11873083
527	-4.501032 4.171151 2.9297068 -0.9916058
528	-3.4560852 2.8306978 2.399217 -0.6466872
529	-3.1109896 2.4559214 2.1642306 -0.5480578
530	-2.455677 2.0078797 1.6422341 -0.46027368
531	-4.33008 3.566731 3.266954 -0.9274053
532	-2.9284272 2.2563848 1.9253258 -0.46310902
