10	0.07919117 -0.31507552 0.1705987 -0.20817642 -0.081238694 -0.14174135 0.20313022 0.0017768291 -0.107031785 0.117441334 0.13917671 0.10856202 0.22187565 0.14809203 0.031617437 0.017618727 0.1127682 -0.025883844 -0.05708303 -0.011065897 -0.08068861 0.17857829 -0.14136195 -0.17702393 0.12013744 0.1469555 0.010326033 -0.0470596 0.16375372 0.06581956 -0.29203552 -0.06218723 0.033558786 -0.103802 -0.06376099 0.11388965 -0.056084525 -0.002062831 0.29766998 -0.09801778 -0.009823785 -0.31418568 -0.049666535 0.10896571 0.006202217 -0.11959172 0.058153674 0.4655601 0.13106704 -0.27082163 0.24784811 0.22738314 0.06818609 0.22011037 0.18162176 0.037891258 0.26140156 0.064672284 -0.24482314 -0.00391392 -0.045653924 0.042979993 0.046934042 0.12734592 0.1569837 -0.2359319 -0.061182473 -0.13755584 0.3781228 -0.20637183 0.2739817 -0.09369944 -0.16300869 0.18748496 0.08495702 -0.40802258 -0.15453209 -0.017119016 -0.16490172 0.031662077 0.17695375 -0.125839 0.00845567 -0.124788634 -0.19173051 0.04034593 -0.3814322 0.16207057 0.066657096 0.3077802 -0.06525706 -0.18349229 -0.010425898 0.12401356 0.20439303 -0.15977627 0.16101745 0.0742991 0.12254848 -0.009709915 -0.29659364 0.14421864 -0.07660192 0.06602429 0.11539191 0.014922012 -0.014125563 -0.12526782 0.04895705 -0.33183017 -0.018277545 0.029575743 0.24199675 -0.39867508 0.17558862 -0.15951073 0.14368479 -0.020157238 0.2431002 0.030344253 0.05340582 0.11322455 -0.16425726 0.20760316 -0.25929615 0.20760034 -0.10545009 0.03555512
11	-0.0593266 -0.3135379 -0.002413633 -0.2745742 -0.19754376 -0.12172614 -0.2888636 -0.10382705 0.16222984 0.33231935 0.45752934 0.32837224 0.251486 -0.128737 0.26849842 -0.0016722601 -0.31215325 0.18450658 0.16574371 0.283384 0.10066985 -0.037343927 0.03245229 -0.05392852 -0.10772648 0.3526746 -0.013829169 -0.2863792 0.058952868 0.2627039 -0.19898343 -0.077216975 0.14904876 0.10672831 0.16598418 0.18633983 -0.11279223 0.33661866 0.2778265 -0.28068703 0.12685761 -0.021401986 -0.24182715 0.015690966 -0.030889563 0.060857218 0.059949756 0.534637 0.15634431 -0.3998784 0.22664806 0.13591936 -0.07879903 0.22615047 -0.055009086 -0.29748565 0.29871294 0.14971726 0.063597165 -0.09601981 0.059933227 -0.55124575 -0.07139747 -0.011712196 -0.06820821 0.018723117 0.102013536 -0.15510759 0.2961802 -0.10546934 0.47946236 -0.018759932 -0.21412401 0.11053785 0.095960155 -0.19600627 -0.11475904 -0.33524856 -0.09777568 0.23331054 0.08766868 -0.5203156 -0.19453673 -0.11710408 -0.0651663 -0.101782426 -0.054702293 0.22044587 -0.18179874 0.28283608 0.05473567 -0.32903346 0.31690925 -0.11191875 0.14406173 0.10160895 -0.013779743 0.4402127 -0.0244835 -0.18954045 -0.2926903 0.331746 0.15823635 0.2489209 0.15885629 0.11078397 -0.18336897 -0.22934076 -0.13995472 -0.11365868 -0.5772434 -0.16290992 0.10422113 -0.3312327 -0.0833963 0.03851246 0.124883905 0.09495395 0.25723788 0.23195484 -0.16325709 -0.08733471 -0.052924324 -0.2229836 -0.43030682 -0.21970752 0.1464318 0.09934129
12	-0.075125605 -0.18083157 0.16948195 0.000922295 -0.20270361 -0.12462557 0.17599033 -0.069664545 -0.10866316 -0.08824703 0.21751717 0.20157225 0.019312691 0.16424401 0.23796332 0.15631795 -0.15118536 0.11039331 -0.07476288 0.17655578 0.10621818 0.069570586 0.29846075 -0.078650005 0.08754432 0.338254 0.19453484 -0.04681143 0.13103427 0.33490214 -0.38039905 -0.19250287 -0.14092718 -0.041733637 -0.07278653 0.04680215 0.000171094 0.011096362 0.03723527 -0.25090656 0.22753099 -0.29275918 -0.3314524 0.22743815 0.15071735 -0.025157547 0.0007688735 0.3793728 -0.19350374 -0.25780055 0.17877565 0.31935927 0.10767754 0.05411959 0.04744806 0.2885053 0.08364019 -0.06458273 -0.31496334 0.06328708 -0.17719749 -0.08096083 0.22442038 0.01913849 -0.07151486 0.06514969 -0.08459408 -0.20432672 -0.08900166 -0.0014434775 0.36818272 0.055661738 -0.25488392 0.013796628 -0.19520637 0.030463252 -0.2401105 -0.15655313 -0.045039985 0.011190507 -0.47617128 -0.10036523 0.05519087 -0.40113163 0.06209356 -0.0999948 -0.20594643 0.03975143 0.06165515 0.42638028 -0.043079488 -0.2214758 0.05565571 -0.06290958 0.3155397 -0.28601518 0.11816523 0.3915937 0.027734032 -0.09769961 -0.04685713 0.17724957 0.19581312 -0.040431786 0.084436856 0.07510445 -0.2901924 -0.20304419 0.0877636 -0.08313244 -0.3340334 -0.17455597 0.030993553 -0.065455295 -0.13306347 -0.050232526 -0.1225719 0.17971216 0.3102619 -0.13378258 0.07464319 0.031843416 -0.24682832 0.06599532 -0.059966937 0.083404996 0.19737104 0.04566871
13	-0.16002326 -0.15413941 0.08797089 -0.09909084 -0.1676668 0.022373298 0.073269956 -0.08967489 -0.13872507 -0.13345194 0.10069625 0.09529951 -0.03532095 0.1577582 0.1898429 0.23072553 -0.14221443 -0.02956409 0.03676512 0.30197427 -0.22877221 0.06592612 -0.0735722 0.07931701 0.115328185 0.012808324 0.1270617 0.056680754 0.00097243645 0.08790136 -0.07765064 -0.13949747 0.011871058 0.047507405 -0.049063575 -0.023108255 0.0017989774 -0.057116143 0.22279894 -0.049877316 0.12312457 -0.2143398 -0.21816298 0.18398833 0.11073909 0.122968934 0.00035277245 0.010516142 -0.02963392 -0.1077655 0.078477524 0.12193989 -0.09729376 0.12286488 0.26565963 0.07964365 0.15346292 -0.25347877 -0.054232467 0.16250096 -0.044201214 0.021844573 0.07329757 0.066224724 0.2156055 -0.045833386 0.101588316 -0.08076137 0.04692077 -0.06084719 0.14638105 -0.13301347 -0.11525128 0.13793671 -0.10926618 -0.002639333 -0.052432366 -0.054344565 0.107906274 0.11307532 -0.049653634 0.029244868 -0.02293538 -0.2590407 0.17348984 -0.033995282 -0.20405567 0.048260067 0.05907069 0.14253923 0.07014834 -0.10105801 -0.10770783 0.25531417 0.1017004 -0.09085092 0.13714382 0.113152735 0.0036349194 0.049905848 0.079776205 0.21454415 0.09425185 -0.060079116 -0.02949771 0.029020293 -0.06901283 -0.039221272 -0.12982719 -0.006255595 -0.23990743 -0.15455529 0.08050756 -0.05802741 -0.10182088 0.0507314 -0.09197616 -0.023341963 0.1251866 -0.18112831 0.14414401 -0.19139017 -0.30388707 0.052123707 -0.1601163 0.18704718 0.050283737 -0.0051547796
14	-0.048666835 0.12009784 0.10458001 0.22554787 -0.010749212 -0.0061180987 0.014672959 0.1574471 -0.21420956 0.14388402 -0.06803981 0.09734223 0.005044635 0.03044697 -0.09958885 0.3146038 -0.007164641 0.0029017024 -0.12072089 0.1522427 -0.22689097 0.013428656 0.11742716 0.19285274 -0.27936774 -0.1469499 0.12115032 0.3705751 -0.15192658 -0.13102539 0.13641003 0.17664754 0.12804078 -0.27581817 -0.123768926 0.082338266 0.009300228 0.112896614 0.06875974 -0.08798621 -0.042801186 -0.076785184 -0.094878405 0.1927191 0.3521536 -0.13559915 -0.05922227 0.14425656 0.12458742 0.02707694 0.091523714 -0.10955413 -0.16431476 0.32854328 0.15605447 0.052598212 -0.0916225 -0.096401915 0.038408738 0.055122223 0.0757159 -0.15014082 0.038425982 0.014932669 0.19181931 0.22979398 0.23885936 -0.013451436 0.10743394 -0.040098332 0.17905217 -0.07554988 -0.2392406 -0.014029718 -0.06086244 0.08633109 -0.19473644 -0.21567798 0.28163487 0.0490548 0.22498024 -0.0732936 -0.04598384 -0.11371032 0.017370626 0.068571545 -0.050128404 0.10539716 -0.034628205 0.21423744 0.11940912 -0.25272205 -0.15212056 0.097671576 0.09923024 -0.099475 0.14514858 -0.08388622 -0.3245167 -0.091055095 -0.15404764 -0.02831244 -0.122324854 0.037576847 -0.043597873 -0.007259456 -0.12044512 -0.14196889 -0.027531866 -0.13450983 -0.09930297 -0.30988607 -0.05949288 0.08541689 0.026896901 -0.052763157 -0.11315176 -0.09343355 0.20278905 -0.30231547 -0.02531942 -0.16841586 -0.15519705 -0.06980179 -0.016286809 0.051428054 -0.08172861 0.045535136
15	-0.113188766 0.06787339 0.17157936 0.22474913 -0.028628565 -0.06572371 0.06801824 0.05496446 -0.18449819 0.10872054 -0.009292324 0.16785091 0.114883125 0.008549272 -0.25076708 0.25661004 -0.04300453 -0.17813867 -0.25168264 0.12514775 -0.12340649 -0.065395884 0.05075626 0.32483402 -0.18729356 -0.11866468 0.0305832 0.34005848 0.059698977 -0.15441307 0.31501877 0.17598794 0.24738394 -0.13806488 -0.25069875 -0.013631011 0.029038535 -0.02703857 0.015279891 -0.20771477 -0.16385965 -0.11702496 -0.2127489 0.118255205 0.27817306 -0.15479544 -0.063591056 0.0718911 0.057580695 0.008143671 0.08863876 -0.22406968 -0.14501439 0.22275575 0.17815942 0.035617415 -0.18602332 0.034015976 -0.0108778635 0.07937094 0.16407731 -0.0426745 0.057345692 0.1939168 0.14139631 0.110060014 0.16822533 -0.029022189 0.13660127 -0.05804638 0.14493297 -0.093156464 -0.34886724 -0.0149233 -0.032190554 0.01290783 -0.18647283 -0.30916262 0.30507645 0.115313865 0.2552404 -0.026604977 -0.18957405 -0.047041766 -0.11588349 0.0097817965 -0.08481085 0.11923783 -0.013652942 0.17493291 0.10552662 -0.13520023 -0.12698807 0.11348199 0.0015854 -0.13315868 0.2776813 -0.23496877 -0.2595822 -0.17901322 -0.33445382 -0.16079362 -0.12955552 0.10451612 -0.045459267 0.020138992 -0.12872012 -0.17756678 -0.25023678 -0.123218924 -0.008838472 -0.35341185 -0.0033252144 -0.008713889 0.06065335 -0.047075547 -0.097048625 0.00791631 0.23392779 -0.18775941 -0.05403379 -0.053356897 -0.124034956 -0.03316792 -0.21453753 -0.034871876 -0.098817796 0.09103043
16	-0.16025677 -0.1491682 0.020109223 -0.09968017 -0.24803197 -0.11508882 0.17312989 0.0008918848 0.08697134 -0.29735348 -0.1786606 0.087855436 0.32768935 0.24124774 0.37199306 0.019344635 0.10182207 -0.17747642 -0.19191109 -0.029481234 -0.23950233 0.28536916 -0.24142332 -0.16419347 -0.20285827 0.04010023 0.0053028227 0.3818213 0.18879662 0.06848175 -0.22198205 -0.065141425 0.013200113 0.15543397 0.076633185 -0.024615081 -0.015957342 -0.06867324 0.05099801 -0.14643708 -0.11847908 -0.3879355 -0.08853191 0.10574961 0.1973305 -0.5321805 0.08595203 0.3468325 0.1857558 -0.034108847 0.2764543 0.119365625 0.03638806 -0.113276474 0.13581775 0.2698785 0.21866044 0.04393162 -0.1398904 -0.2385419 -0.10284214 -0.11272479 -0.15973568 0.13765384 0.1758731 0.07754859 -0.3135053 0.10766104 0.4307885 0.084486 -0.15880764 -0.45311227 0.09528648 0.23237169 -0.03748034 -0.2537792 -0.02619457 0.0028594674 -0.02797508 -0.04968016 -0.010707214 0.03631889 0.31252766 -0.43151292 0.16811605 -0.081524305 -0.31978774 0.23206034 0.24150811 0.11404913 -0.17219573 0.031751726 0.08435877 -0.19984181 0.21872067 -0.020694673 -0.11756387 -0.16198742 -0.13349691 -0.026732404 -0.10107496 0.25438353 -0.071360014 -0.13108294 -0.20711781 0.04805682 0.18230815 -0.007369875 0.37599772 -0.53639203 -0.053245693 -0.02284788 0.42312583 -0.10437158 0.015143566 -0.15295406 -0.16675363 -0.13185036 0.27526313 0.0030401186 -0.038885362 -0.3808502 -0.13595311 0.21592759 -0.11716895 -0.07103242 -0.25859967 0.20443246
17	-0.11654083 -0.24428593 -0.13280801 -0.204346 -0.2539725 -0.087096006 0.041417904 0.014009533 -0.048278082 -0.0789804 0.19228941 0.11648155 -0.04096481 0.034170423 0.1950393 0.013935463 -0.10895309 0.093454026 0.003439975 0.15586352 -0.16931565 0.051021263 -0.078010954 0.0036102938 0.07175506 0.18553035 0.16314583 -0.051107183 0.029704679 -0.119662754 -0.17847347 -0.16684219 -0.013317404 -0.02063385 0.08197705 0.053649582 -0.14888911 -0.17679138 0.3176778 -0.2655304 0.23092872 -0.25345063 -0.16077955 0.043677192 -0.14760903 0.21343935 -0.01799434 0.24856949 0.06704054 -0.08799307 0.2175474 0.32739937 -0.17358257 0.015824527 0.32050085 -0.01156414 0.46955204 -0.2403037 0.06488025 0.21530403 0.09552486 -0.17481312 0.18299052 0.26215482 0.21910442 -0.13536082 0.24404371 0.015340527 0.140483 -0.3129581 0.07174187 -0.16736344 -0.09019877 0.20121193 -0.10127662 0.028927425 0.0355723 -0.3178697 0.04020721 0.10369889 0.04141918 -0.15396887 -0.04007071 -0.101340905 -0.00334876 -0.21337236 -0.19428194 0.043787785 0.2584199 0.12723033 0.121749826 -0.02613171 -0.34846056 0.25826275 0.11320556 -0.08759839 -0.12219662 0.37683246 0.06798378 0.11785547 -0.13309607 0.01234196 -0.03027422 0.2046936 -0.08421281 0.18232056 0.065837175 -0.059771217 -0.13342874 -0.107816346 -0.35300225 0.09380564 0.11517503 -0.21558003 -0.045675352 0.08009239 -0.16122077 -0.045761656 0.10584258 0.03804348 0.010044958 -0.09138706 0.010539081 0.1305052 -0.2745896 0.062179115 0.08496001 -0.1467513
18	-0.08816324 -0.043334626 0.19348767 0.049567647 -0.1436747 0.058769654 0.09384314 -0.015244084 -0.21403868 0.15217726 -0.20020685 0.13752604 -0.0069916775 -0.053844236 -0.12589547 0.2860118 0.052970614 -0.06478762 -0.12951294 0.16879624 -0.28039145 0.06992532 0.27482244 0.18385164 -0.3212976 -0.14739104 -0.060296297 0.35638827 -0.10010482 -0.06536281 0.21343526 0.26688114 0.2446383 -0.26859683 -0.18219806 0.113933116 -0.12942334 -0.03612744 0.074551195 -0.24793436 -0.14717479 -0.016962921 -0.10613889 0.1725376 0.25715226 -0.21996471 -0.04446795 0.11592874 0.06731408 -0.036488835 -0.09335991 0.04107069 -0.17687799 0.24473128 0.10271455 -0.050870586 -0.07572434 -0.06525397 -0.10381655 0.21404263 0.11604546 -0.13064817 0.06514843 0.06334578 0.23806612 0.24334951 0.17388833 -0.034130085 0.19150649 -0.08127799 -0.051982302 -0.025399577 -0.34810507 0.123744704 -0.03069138 -0.031390473 -0.19059476 -0.27894458 0.16015317 0.09745777 0.10348089 -0.106789134 -0.05120151 -0.05166013 0.047114875 -0.06395861 -0.15247038 0.25762522 -0.045911856 0.23093006 0.03491515 0.074755274 -0.091096275 0.03819656 -0.023435542 -0.046302065 0.1315044 0.1923122 -0.11488362 -0.09344487 -0.23716962 -0.07990793 0.098072805 0.18465985 -0.04243013 -0.12188943 -0.12403295 -0.121371605 0.11443059 -0.023924848 -0.027479257 -0.32273602 -0.05527452 0.029404007 -0.027772058 0.07930709 -0.16246712 0.0006282877 0.08389141 -0.24381252 -0.072910555 -0.030312797 -0.18440105 -0.14317866 -0.022892952 0.010061861 -0.06065765 0.08677575
19	-0.14946996 -0.13043115 -0.0063812747 -0.08642189 -0.2178713 -0.102354266 0.06412197 -0.036793314 0.013611188 -0.16376756 0.08119569 0.21980946 -0.017881377 -0.0052954177 0.07899876 -0.017716208 -0.10749505 -0.022687213 -0.010133061 0.2889147 -0.22717746 0.04200464 -0.052841492 0.15634134 -0.00046636318 0.027572747 0.13445386 0.17342031 -0.14677016 -0.08617855 0.034688897 -0.14233199 -0.0456313 -0.12291121 -0.05350289 0.070095986 -0.039759777 -0.17659242 0.35360387 -0.08514439 0.14610064 -0.061960295 -0.12408564 0.25183618 0.046806008 0.15661734 -0.0038562156 0.034827236 0.09468284 -0.11001504 0.15016277 0.1585132 -0.12934569 0.17987627 0.40359154 0.12050242 0.30525362 -0.3330692 0.00902969 0.043739233 0.013970046 -0.116325445 0.039316773 0.14543073 0.18377626 -0.11846199 0.21302049 0.008215052 0.119848676 -0.28415698 0.056765452 -0.114958 -0.17412621 0.17186028 -0.15883721 0.029365247 0.03603011 -0.20618805 -0.09770626 -0.031954933 0.15570565 -0.18952177 -0.11568025 -0.1038348 0.008922235 -0.04084586 -0.15152611 0.114483275 0.06344324 0.05913768 0.22514573 -0.10872697 -0.07383473 0.2828923 0.043818746 -0.20039514 -0.09115575 0.14407228 -0.07930431 0.107503794 -0.088898815 0.13143894 0.01946221 0.14148746 -0.09561907 0.0062166643 -0.09707733 -0.04396165 -0.05659304 0.046487894 -0.18193002 -0.017719464 0.05375017 -0.26066652 -0.050478976 0.11181951 -0.14766365 -0.10176792 0.040251635 -0.023438191 0.11595518 -0.23687913 -0.10775711 0.14134416 -0.19510913 -0.034977227 0.06466228 0.050355133
20	-0.08583849 0.03557974 0.09340336 0.22725001 -0.16683821 0.010785709 0.1568838 0.11635124 -0.20188138 0.21262518 -0.15367998 0.14922072 -0.03506799 0.088282056 -0.18613914 0.12401585 0.041791823 0.010370463 -0.16213155 0.1359775 -0.16661902 0.11906905 0.14761935 0.14004089 -0.08782972 -0.19045289 0.055286545 0.3393813 -0.17394926 -0.08331702 0.23366168 0.2402881 0.23459946 -0.28723955 -0.07165283 0.06987094 -0.18349649 0.084032804 0.09473837 -0.14783752 -0.049354263 -0.06219839 -0.10934972 0.25669894 0.25813162 -0.06930413 -0.050331496 0.1322784 0.10312125 -0.09970598 0.052582905 -0.11020675 -0.2249336 0.2830017 0.25721782 0.011527867 -0.0643868 -0.1055335 -0.07991242 0.1558724 0.23383091 -0.113997795 0.09238798 0.12051699 0.06978999 0.24225868 0.27146772 -0.03178292 0.12586907 -0.042362876 0.0357604 -0.03565392 -0.30060804 0.08848279 -0.061845895 0.0064482 -0.27431303 -0.18118846 0.17157961 -0.007698935 0.24159037 0.029090632 -0.019533364 -0.031260382 0.009682755 0.17187835 -0.15810937 0.208668 0.013166561 0.27643728 0.06876503 -0.14660461 -0.12075587 0.15304738 0.014282028 -0.092445806 0.10216175 0.005666346 -0.26520613 -0.09210145 -0.2728173 -0.10396027 0.0262285 0.01319975 0.03376779 -0.039362703 -0.25649878 -0.110280216 -0.13136901 0.044216376 0.0060817157 -0.3335515 0.056096423 0.051745933 -0.021905323 -0.0014201226 -0.047469568 -0.050817598 0.28782308 -0.3397415 0.039815504 -0.13916118 -0.1503277 -0.15554664 0.021201182 -0.06709036 -0.042545848 -0.013030239
21	-0.16329035 -0.19385655 -0.09729721 -0.20721203 -0.18259482 -0.05901409 0.056813817 -0.09807008 -0.028412301 -0.02406445 0.24232808 -0.029286114 -0.06268115 -0.025525516 0.21677345 0.028638318 -0.024947006 -0.026642257 0.012926684 0.18814693 -0.1739563 0.14635497 -0.02376089 0.00969359 0.02995575 0.09948372 0.1613028 -0.047004856 0.11533653 -0.15634257 -0.11434721 -0.24644224 0.043910008 -0.1000216 0.086018614 0.027545933 -0.14340447 -0.23201266 0.3617584 -0.19286382 0.13967086 -0.23587017 -0.06984008 0.1340942 -0.15775234 0.105661295 -0.007752386 0.24292293 0.22962385 -0.18532674 0.16282177 0.32415897 -0.08234701 0.07142872 0.3585554 -0.013327368 0.3659991 -0.2730309 -0.07025396 0.29913723 -0.055295534 -0.085915044 0.2521902 0.0752871 0.38102132 -0.16041677 0.07450602 -0.0060912976 0.14640236 -0.28152257 0.045713745 -0.10864562 -0.08116458 0.14818388 -0.011478535 0.03710055 -0.0905241 -0.33498728 0.12142717 -0.051480066 0.10938339 -0.110411614 -0.060098737 -0.2332747 -0.030466665 -0.045767903 -0.2701483 0.09380038 0.14421123 0.06397498 0.11556125 0.005515354 -0.24009813 0.15590335 0.056025896 -0.14212614 -0.049919892 0.43824258 0.1077452 0.08923017 -0.19368498 0.11492519 0.10623343 0.22894973 -0.059215404 0.09968434 0.08674655 -0.18969838 -0.2289592 0.060787804 -0.253212 0.043216165 0.1043878 -0.224986 0.02848133 -0.044792425 -0.034970887 0.011863134 -0.015364876 -0.11583225 0.15282206 -0.13238794 0.030157514 0.12796329 -0.3001664 0.10939041 0.035466686 -0.09097703
22	-0.15298603 0.10267605 0.14498527 0.28166208 -0.041679226 0.2711113 0.25241593 0.13545561 -0.22601633 0.11107134 0.021880493 0.071895495 -0.07593375 -0.0681819 -0.09172704 0.26687804 -0.16236475 0.09228148 -0.18726252 -0.033866405 -0.30991977 0.021184992 0.096126676 0.097387016 -0.13247302 -0.113778286 0.066709906 0.27134395 -0.18240686 -0.09103125 0.16604578 0.21720657 0.3132767 -0.26886427 -0.289319 0.08782677 -0.084804185 0.11779462 0.09559061 -0.1380727 -0.013022391 0.013595751 -0.122005425 0.22005768 0.27355626 -0.14153427 0.0006332631 0.12858115 0.0639387 -0.111551896 0.08300833 -0.18697466 -0.19395015 0.27462077 0.06616873 0.015469799 0.02197256 0.001558739 -0.027250903 0.26245356 0.08729355 -0.04598897 -0.03727069 0.0042212894 0.13721754 0.18977606 0.2281418 0.07014239 0.13080403 -0.07637396 0.12987241 -0.029535154 -0.3216937 -0.061121475 -0.07535383 0.06384047 -0.24138686 -0.24410006 0.23294233 0.015146037 0.18100546 -0.008615207 -0.13880737 -0.049021468 0.013824562 0.025318602 -0.064536124 0.12813313 -0.0017362225 0.27753508 -0.0227003 -0.15013658 -0.13843688 0.09340187 -0.005457215 -0.20344226 0.039062783 0.0440182 -0.37533 -0.13977325 -0.16791348 -0.001637622 -0.0021932947 -0.0063636466 -0.034101035 -0.07626775 -0.27836844 -0.08691387 -0.088066585 -0.012493199 -0.10910829 -0.32079798 -0.04157367 0.12706666 -0.0054776967 -0.063470155 -0.10344272 0.009652549 0.09026845 -0.29946804 -0.0281355 -0.1741495 -0.023423241 -0.0500719 -0.117734775 0.03667603 -0.018152613 0.060516894
23	-0.19129205 0.224099 -0.15937291 0.19098474 -0.21006317 -0.037693135 -0.107263386 -0.10127013 -0.024571525 0.3851709 -0.15160817 0.00500479 -0.3093883 0.07015043 -0.049967263 0.053689294 0.20513432 -0.13770309 -0.21228224 -0.015864465 -0.20254894 0.0031658062 0.1174676 0.2434105 -0.028229268 -0.19302587 0.24281707 0.30053988 -0.020008607 0.07058684 -0.17340669 -0.05862457 0.23039845 -0.0859298 -0.09708935 -0.044184815 -0.24236314 0.22733198 0.053242397 -0.23266444 -0.1286049 -0.0699054 0.04472534 0.4065241 0.23629993 -0.17100424 -0.021836177 0.22891143 0.16286138 -0.21689431 -0.009205107 -0.1838208 -0.36834803 0.19782594 -0.20413563 -0.21661517 0.031552896 -0.039950807 0.17790678 0.13311213 0.041378383 -0.07144484 0.111946955 -0.12821594 0.025347115 0.24219225 0.14486085 -0.033472337 0.012544904 0.008327445 0.14687029 -0.2836431 0.07063006 -0.058652833 0.06449397 0.25921997 -0.32499945 0.11080862 0.35507149 0.09371086 -0.118149444 0.07148345 -0.077696934 0.09197648 -0.28639328 0.23681706 -0.032547582 -0.036488857 0.09909475 0.18772513 0.051429935 -0.03275833 -0.44714743 -0.14749531 0.08369803 -0.12628318 -0.02539084 0.21946044 -0.0912566 -0.20781903 -0.31204122 -0.028264571 0.040343143 -0.09794714 0.41022396 -0.18568528 0.3326288 -0.28301036 -0.052580334 -0.25012144 0.13004333 -0.11450054 -0.047091663 0.1453563 0.1707049 0.17877601 0.22868188 -0.027463147 0.11865953 -0.110993184 0.1675306 -0.17873254 0.3997499 0.13695398 -0.21147016 0.018635679 0.054489873 -0.06567902
24	-0.151571 0.05461741 0.077706546 0.02232987 -0.26243618 -0.14347269 -0.114516124 -0.22413673 -0.08219054 0.6062376 -0.17138311 0.10868499 -0.3954692 0.16571072 0.17202504 0.061070763 0.24684866 -0.14267823 -0.007687628 -0.07430079 -0.21278617 0.06756474 -0.0083025815 0.22659595 0.16113351 -0.18965591 0.06241303 0.08999262 -0.3620474 0.08551962 -0.21217231 -0.1785481 0.17533202 -0.16334991 0.036337126 -0.16276695 -0.06970901 0.13922442 0.28926897 -0.03523252 0.0653128 -0.063500166 -0.23021303 0.51302737 0.15088332 0.074223585 -0.20192964 0.03668057 0.07843011 -0.14624119 0.13354686 0.24352813 -0.19104756 0.071331725 -0.0206309 0.010244089 -0.076834485 -0.13974448 -0.037013836 0.16501684 -0.20663661 -0.090727225 0.2042633 0.042232104 -0.1586908 0.08200013 0.112407155 0.094984084 -0.0555399 -0.06584243 0.12824953 -0.25304323 0.014879435 -0.1627795 -0.07174855 -0.13085145 -0.09717093 0.2587586 0.010039784 0.008979293 0.06933335 -0.15785636 -0.09976804 -0.07223441 -0.4648907 0.18040563 0.11601274 0.019852119 0.20461196 0.28698015 0.36167258 -0.03390638 -0.21653697 0.114314966 0.2082365 -0.03055702 -0.06481962 0.1672318 0.010161481 0.036458395 -0.18954416 -0.09770957 -0.0477415 0.04980218 0.09959654 -0.16345215 0.13919301 -0.11453439 0.11134977 -0.33415407 -0.01852379 -0.21691675 -0.08823451 -0.09409935 0.07658354 0.22342525 0.056665238 -0.031061925 0.19806015 -0.06640093 -0.0064744344 0.015587818 0.09473779 0.2177365 -0.2193122 -0.09754126 -0.043414865 0.12753558
25	-0.15945178 0.15455547 -0.114134744 0.14028057 -0.26807278 -0.11564885 -0.08877531 -0.1725599 0.01811417 0.5436158 -0.18745036 -0.06866486 -0.2677071 0.23808788 0.16821498 -0.1122352 0.19245759 -0.07560336 -0.016583012 -0.27181467 -0.12041279 0.010559523 0.020775177 0.14904264 0.1511175 -0.21145213 0.03713003 0.25134808 -0.3181103 0.048320413 -0.08847358 -0.118473925 0.060000803 0.014182932 0.091061324 -0.15341142 -0.20820446 0.18849392 0.10116652 -0.15685959 -0.03273063 -0.2611152 -0.26543683 0.44144496 0.091388464 0.0921266 -0.24233937 0.2051655 0.17668182 -0.21141103 0.029066684 0.18351996 -0.28022766 0.0037567676 -0.031049944 0.104601175 0.112980284 -0.036699496 0.04435302 0.22401924 -0.049091548 -0.2878184 0.22907348 0.13291258 -0.17443584 0.16694483 0.05425325 0.1659177 0.0025742745 -0.09102071 0.08209457 -0.17800282 -0.0010443011 -0.17562984 -0.12769853 0.022200206 -0.10741652 0.24446845 0.03757839 0.0357777 -0.12605503 -0.09573105 -0.0030362622 0.050663598 -0.2978295 0.22892696 0.046550963 0.116513066 0.21112269 0.23777507 0.22461607 0.028152402 -0.37509906 0.06345174 0.22996679 -0.15233892 -0.19618364 0.20116603 -0.048530295 -0.18231237 -0.2571845 -0.18364678 0.0036035161 -0.050132908 0.114397876 -0.062460493 0.08859347 -0.100688964 0.1170351 -0.28400773 -0.0011888819 -0.192028 -0.074513085 -0.018567992 0.048516452 0.21895394 0.09156631 0.025184209 0.26626572 -0.022167506 -0.035911694 -0.10741587 0.10899772 0.18244965 -0.1901358 -0.24806744 0.021372775 0.091027886
