,userId,movieId,rating,timestamp
145,3,59559,3.0,1298922071
146,3,85236,4.0,1298922130
147,4,1010,4.0,949810645
148,4,1034,5.0,949919556
149,4,1112,5.0,949810582
150,4,1141,5.0,949919681
151,4,1153,4.0,949811346
152,4,1173,3.0,949811346
153,4,1185,3.0,949920047
154,4,1260,5.0,949779042
155,4,1289,4.0,949778802
156,4,1296,5.0,949895708
157,4,1329,3.0,949810618
158,4,1349,5.0,949810582
159,4,1356,5.0,949919763
160,4,1357,5.0,949919681
161,4,1364,5.0,949949538
162,4,1367,4.0,949895887
163,4,1380,3.0,949810534
164,4,1410,3.0,949919883
165,4,1431,3.0,949895772
166,4,1434,4.0,949810688
167,4,1435,1.0,949920135
168,4,1440,4.0,949919802
169,4,1442,4.0,949920028
170,4,1464,4.0,949811315
171,4,1480,5.0,949810582
172,4,1541,5.0,949779091
173,4,1588,5.0,949949486
174,4,1589,5.0,949919938
175,4,1590,3.0,949810534
176,4,1594,5.0,949949538
177,4,1596,5.0,949949638
178,4,1610,4.0,949982238
179,4,1616,5.0,949949444
180,4,1858,5.0,949779022
181,4,1903,5.0,949919189
182,4,1910,4.0,949919306
183,4,1913,5.0,949919247
184,4,1919,5.0,949949396
185,4,2011,4.0,949919454
186,4,2016,4.0,949919322
187,4,2022,5.0,949949638
188,4,2028,5.0,949949638
189,4,2030,5.0,949896377
190,4,2031,5.0,949896377
191,4,2032,5.0,949949538
192,4,2033,5.0,949949638
193,4,2036,5.0,949896244
194,4,2073,5.0,949919372
195,4,2079,5.0,949811523
196,4,2089,5.0,949895732
197,4,2097,5.0,949778771
198,4,2125,5.0,949919399
199,4,2127,5.0,949896275
200,4,2136,5.0,949919372
201,4,2194,5.0,949919419
202,4,2196,5.0,949779173
203,4,2197,5.0,949811490
204,4,2198,5.0,949779173
205,4,2200,5.0,949896244
206,4,2206,5.0,949896159
207,4,2208,5.0,949779173
208,4,2210,5.0,949778714
209,4,2213,5.0,949895708
210,4,2214,5.0,949810261
211,4,2219,5.0,949779173
212,4,2220,5.0,949811523
213,4,2222,5.0,949918693
214,4,2225,5.0,949779173
215,4,2230,5.0,949919372
216,4,2240,5.0,949896244
217,4,2243,5.0,949919519
218,4,2257,5.0,949811602
219,4,2258,5.0,949918743
220,4,2259,4.0,949811559
221,4,2265,5.0,949919591
222,4,2270,5.0,949811523
223,4,2278,5.0,949919372
224,4,2282,5.0,949949396
225,4,2285,4.0,949811559
226,4,2288,5.0,949811490
227,4,2291,5.0,949918743
228,4,2298,4.0,949918927
229,4,2307,4.0,949811602
230,4,2332,4.0,949896275
231,4,2334,5.0,949982274
232,4,2344,5.0,949919247
233,4,2356,4.0,949810582
234,4,2371,4.0,949810302
235,4,2372,3.0,949920004
236,4,2374,4.0,949918787
237,4,2376,3.0,949918904
238,4,2377,3.0,949810688
239,4,2380,5.0,949896377
240,4,2387,5.0,949810261
241,4,2388,4.0,949810302
242,4,2396,5.0,949895772
243,4,2544,3.0,949811230
244,4,2580,5.0,949919978
245,4,2663,4.0,949811559
246,4,2674,5.0,949896244
247,4,2805,1.0,949895864
248,4,2858,5.0,949919738
249,4,2917,4.0,949810688
250,4,2918,2.0,949895956
251,4,2953,5.0,949810261
252,4,2954,5.0,949810261
253,4,2961,5.0,949918743
254,4,2967,3.0,949949538
255,4,2968,5.0,949811559
256,4,2994,5.0,949896309
257,4,3000,5.0,949811602
258,4,3002,3.0,949895907
259,4,3003,2.0,949918970
260,4,3005,5.0,949896070
261,4,3014,4.0,949919454
262,4,3018,5.0,949778771
263,4,3020,4.0,949811738
264,4,3021,4.0,949896114
265,4,3033,4.0,949982239
266,4,3034,4.0,949896183
267,4,3046,5.0,949810618
268,4,3054,3.0,949896114
269,4,3064,5.0,949918648
270,4,3078,5.0,949949444
271,4,3080,5.0,949919306
272,4,3081,4.0,949982239
273,4,3085,5.0,949949444
274,4,3086,5.0,949896114
275,4,3087,5.0,949949638
276,4,3091,5.0,949896183
277,4,3094,4.0,949920028
278,4,3096,5.0,949949538
279,4,3100,5.0,949896114
280,4,3102,5.0,949949396
281,4,3105,4.0,949896114
282,4,3109,5.0,949919399
283,4,3110,3.0,949896309
284,4,3114,5.0,949918927
285,4,3115,5.0,949918994
286,4,3124,4.0,949919763
287,4,3140,5.0,949896070
288,4,3141,4.0,949982239
289,4,3143,4.0,949896114
290,4,3144,5.0,949811603
291,4,3161,5.0,949896070
292,4,3174,5.0,949896070
293,4,3193,3.0,949896070
294,4,3194,5.0,949918764
295,4,3248,4.0,949811559
296,4,3263,3.0,949896309
297,4,3268,5.0,949895772
298,4,3289,5.0,949919556
299,4,3348,4.0,949918927
300,4,3371,4.0,949811603
301,4,3403,4.0,949918994
302,4,3406,5.0,949918994
303,4,3409,4.0,949810302
304,4,3454,5.0,949982274
305,4,3467,5.0,949918875
306,4,3551,4.0,949896275
307,4,3616,1.0,949895993
308,4,3628,5.0,949810582
309,4,3640,5.0,949810261
310,4,3659,3.0,949918671
311,4,3683,4.0,949896497
312,4,3699,4.0,949896497
313,4,3716,5.0,949811523
314,4,3723,5.0,949810582
315,4,3734,4.0,949778714
316,4,3770,1.0,949896521
317,4,3788,5.0,949919399
318,4,3791,5.0,949811490
319,4,3795,4.0,949811603
320,4,3797,5.0,949896070
321,4,3804,5.0,949811738
322,4,3822,3.0,949811230
323,4,3867,3.0,949918875
324,4,3872,5.0,949896114
325,4,3877,5.0,949896377
326,4,3902,2.0,949896309
327,4,3903,1.0,949896309
328,4,3916,4.0,949810534
329,4,3918,5.0,949811559
330,4,3968,5.0,949896070
331,4,3986,3.0,949896015
332,4,3987,5.0,949918807
333,4,3991,5.0,949810261
334,4,4016,3.0,949896543
335,4,4034,5.0,949949444
336,4,4039,4.0,949811559
337,4,4040,5.0,949919419
338,4,4060,5.0,949919656
339,4,4071,4.0,949918715
340,4,4101,4.0,949896275
341,4,4104,4.0,949811603
342,4,4108,5.0,949919738
343,4,4169,4.0,949918904
344,4,4208,2.0,949778946
345,4,4210,4.0,949811523
346,4,4251,5.0,949918970
347,4,4255,4.0,949919738
348,4,4263,3.0,949919845
349,4,4265,5.0,949895732
350,4,5006,2.0,949982238
351,5,1003,4.0,1163374957
352,5,1039,4.0,1163374952
353,5,1104,4.0,1163374639
354,5,1141,4.0,1163374242
355,5,1150,4.0,1163374404
356,5,1231,3.5,1163373762
357,5,1277,4.5,1163373208
358,5,1344,3.5,1163373636
359,5,1356,4.0,1163374152
360,5,1364,4.0,1163373752
361,5,1367,4.0,1163373755
362,5,1377,4.0,1163373610
363,5,1440,4.0,1163374477
364,5,1500,4.5,1163373718
365,5,1586,4.0,1163374392
366,5,1588,3.5,1163373551
367,5,1595,4.0,1163374190
368,5,1597,5.0,1163373711
369,5,1788,3.5,1163374993
370,5,1858,2.5,1163373651
371,5,1903,3.5,1163373135
372,5,1919,4.0,1163374286
373,5,2022,4.0,1163373316
374,5,2035,5.0,1163373103
375,5,2193,3.0,1163374173
376,5,2221,2.5,1163374239
377,5,2247,4.0,1163374582
378,5,2307,4.0,1163374495
379,5,2380,5.0,1163373044
380,5,2393,3.5,1163374165
381,5,2485,4.5,1163374608
382,5,2544,3.5,1163374562
383,5,2682,4.0,1163374214
384,5,2721,4.0,1163373744
385,5,2777,4.0,1163374601
386,5,2784,4.5,1163374251
387,5,2923,4.5,1163373726
388,5,2961,4.0,1163373675
389,5,2968,4.0,1163374324
390,5,2997,3.5,1163374593
391,5,3023,1.5,1163373188
392,5,3081,5.0,1163373109
393,5,3273,4.0,1163373276
394,5,3294,4.0,1163373251
395,5,3355,3.5,1163374184
396,5,3424,4.0,1163373193
397,5,3502,3.5,1163374290
398,5,3683,4.0,1163373679
399,5,3694,4.5,1163373293
400,5,3706,4.0,1163374246
401,5,3762,3.5,1163373743
402,5,3770,3.5,1163374947
403,5,3918,3.5,1163374278
404,5,3997,3.5,1163374127
405,5,4114,3.5,1163374263
406,5,4176,3.5,1163374408
407,5,4408,4.0,1163374137
408,5,4753,3.5,1163373148
409,5,4897,4.5,1163374235
410,5,4948,3.5,1163374198
411,5,5014,4.0,1163373273
412,5,5018,4.0,1163375025
413,5,5022,3.5,1163373696
414,5,5025,4.5,1163375145
415,5,5306,3.5,1163374103
416,5,5308,3.5,1163374354
417,5,5447,4.5,1163375033
418,5,5718,3.5,1163375131
419,5,5963,3.0,1163373548
420,5,5995,4.5,1163373616
421,5,6266,3.5,1163374995
422,5,6299,4.5,1163373299
423,5,6349,4.5,1163373606
424,5,6464,4.0,1163374443
425,5,6669,3.5,1163374206
426,5,6679,4.5,1163374389
427,5,6816,3.0,1163373688
428,5,6995,4.0,1163374533
429,5,7218,3.5,1163374491
430,5,7373,4.0,1163374572
431,5,7377,4.0,1163373626
432,5,7502,4.0,1163374455
433,5,7711,2.5,1163373238
434,5,7942,4.0,1163374511
435,5,9376,4.0,1163374742
436,5,9464,4.0,1163374381
437,5,9622,3.5,1163374118
438,5,9636,4.5,1163373593
439,5,9644,4.0,1163374426
440,5,31707,4.5,1163374340
441,5,31749,4.5,1163374702
442,5,31793,3.5,1163374177
443,5,34166,5.0,1163374211
444,5,34679,4.0,1163374517
445,5,35162,4.5,1163374227
446,5,36836,4.0,1163374275
447,5,41819,4.5,1163374283
448,5,42566,4.0,1163374144
449,5,42569,4.0,1163374167
450,5,49385,4.5,1163374357
451,6,1111,4.0,1109258212
452,6,1158,2.0,1108134263
453,6,1173,2.0,1109258228
454,6,1293,5.0,1108134539
455,6,1596,4.0,1108134269
456,6,1903,4.0,1108134299
457,6,2204,5.0,1108134266
458,6,2250,4.5,1108134284
459,6,2259,4.5,1109258196
460,6,2276,4.5,1108134309
461,6,2285,4.5,1108134339
462,6,2358,2.0,1109258181
463,6,2639,2.0,1109258179
464,6,2687,2.0,1109258281
465,6,2747,2.0,1109258194
466,6,2876,0.5,1108134334
467,6,2909,3.0,1108134344
468,6,3001,3.0,1108134289
469,6,3019,4.0,1109258270
470,6,3072,4.0,1109258285
471,6,3174,4.0,1109258175
472,6,3502,3.5,1108134291
473,6,3528,3.0,1109258245
474,6,3529,4.0,1108134293
475,6,3571,1.0,1109258202
476,6,3657,2.0,1108134271
477,6,3692,4.0,1108134274
478,6,3723,3.0,1109258257
479,6,3761,4.5,1108134545
480,6,3890,3.0,1109258199
481,6,4052,1.0,1108134337
482,6,4114,4.0,1109258183
483,6,4300,3.5,1109258250
484,6,4751,1.5,1109258190
485,6,5641,1.5,1109258217
486,6,5975,1.5,1109258226
487,6,6952,5.0,1108134311
488,6,8090,3.0,1108134534
489,6,8153,5.0,1108134519
490,6,8361,4.0,1108134524
491,6,9368,3.5,1108134526
492,6,9636,4.0,1108134537
493,6,9784,3.0,1108134531
494,6,9874,4.5,1108134521
495,7,1001,3.0,851866703
496,7,1010,3.0,851869035
497,7,1021,3.0,851867289
498,7,1031,3.0,851868750
499,7,1034,4.0,851867861
500,7,1040,4.0,851866901
501,7,1104,3.0,851866744
502,7,1110,5.0,851868188
503,7,1112,4.0,851866720
504,7,1141,4.0,851866704
505,7,1151,4.0,851868206
506,7,1198,2.0,851868704
507,7,1207,3.0,851868705
508,7,1260,5.0,851869062
509,7,1272,3.0,851868188
510,7,1316,2.0,851869161
511,7,1318,5.0,851868187
512,7,1329,3.0,851868524
513,7,1333,3.0,851867345
514,7,1345,3.0,851867621
515,7,1355,3.0,851867941
516,7,1356,3.0,851868188
517,7,1357,3.0,851867436
518,7,1364,3.0,851868020
519,7,1367,3.0,851867790
520,7,1377,3.0,851869291
521,7,1380,4.0,851869291
522,7,1480,4.0,851869161
523,7,1500,3.0,851867669
524,7,1534,4.0,851868246
525,7,1539,3.0,851867688
526,7,1541,4.0,851869035
527,7,1551,4.0,851868019
528,7,1588,4.0,851868044
529,7,1589,3.0,851869140
530,7,1590,4.0,851868186
531,7,1592,3.0,851868863
532,7,1594,4.0,851868020
533,7,1595,3.0,851868044
534,7,1610,3.0,851868074
535,7,1671,4.0,851866806
536,7,1708,3.0,851866744
537,7,1720,5.0,851868019
538,7,1724,2.0,851866784
539,7,1736,1.0,851866704
540,7,1737,1.0,851866763
541,7,1745,5.0,851868020
542,7,1780,3.0,851866703
543,7,1786,2.0,851866744
544,7,1924,4.0,851868289
545,7,2036,3.0,851869102
546,7,2073,3.0,851866744
547,7,2079,4.0,851867320
548,7,2080,4.0,851867289
549,7,2097,3.0,851868308
550,7,2125,3.0,851867553
551,7,2129,3.0,851869103
552,7,2136,4.0,851867289
553,7,2148,5.0,851868019
554,7,2196,5.0,851869034
555,7,2197,3.0,851867289
556,7,2198,5.0,851869035
557,7,2210,5.0,851869034
558,7,2220,4.0,851867379
559,7,2223,5.0,851868044
560,7,2225,5.0,851868246
561,7,2231,4.0,851868321
562,7,2240,4.0,851869062
563,7,2242,5.0,851868289
564,7,2270,3.0,851867436
565,7,2275,4.0,851869080
566,7,2278,3.0,851867436
567,7,2287,4.0,851868332
568,7,2288,4.0,851867401
569,7,2291,3.0,851867320
570,7,2298,3.0,851868471
571,7,2302,4.0,851868471
572,7,2307,3.0,851867401
573,7,2353,3.0,851866935
574,7,2371,3.0,851869160
575,7,2372,3.0,851869102
576,7,2373,2.0,851869230
577,7,2374,4.0,851869035
578,7,2375,3.0,851869140
579,7,2376,3.0,851869062
580,7,2394,3.0,851867688
581,7,2405,5.0,851866978
582,7,2408,1.0,851869140
583,8,1032,5.0,1154465405
584,8,1045,2.5,1154389572
585,8,1047,5.0,1154464836
586,8,1050,5.0,1154400173
587,8,1110,4.0,1154473268
588,8,1260,3.5,1154464829
589,8,1282,2.0,1154389420
590,8,1296,4.0,1154465380
591,8,1318,5.0,1154464714
592,8,1356,4.0,1154400390
593,8,1457,4.5,1154400475
594,8,1520,3.5,1154389356
595,8,1524,2.0,1154400357
596,8,1527,5.0,1154400170
597,8,1543,5.0,1154389386
598,8,1589,4.0,1154464853
599,8,1593,4.5,1154464833
600,8,1628,4.0,1154400284
601,8,1805,3.5,1154389432
602,8,1858,5.0,1154400181
603,8,2196,3.5,1154464841
604,8,2197,4.0,1154464887
605,8,2198,4.0,1154464730
606,8,2210,4.0,1154464769
607,8,2219,4.0,1154465573
608,8,2225,4.0,1154465394
609,8,2258,4.0,1154465555
610,8,2259,4.0,1154464811
611,8,2265,3.0,1154465230
612,8,2270,4.0,1154464747
613,8,2291,4.0,1154464720
614,8,2302,3.5,1154400465
615,8,2358,0.5,1154474527
616,8,2387,4.0,1154465285
617,8,2393,3.0,1154400324
618,8,2500,4.0,1154465235
619,8,2552,3.0,1154389408
620,8,2617,3.5,1154464990
621,8,2625,5.0,1154389385
622,8,2674,4.0,1154389491
623,8,2704,4.0,1154473252
624,8,2754,3.0,1154400308
625,8,2777,5.0,1154400458
626,8,2876,3.5,1154389528
627,8,2961,5.0,1154473322
628,8,3028,4.0,1154473259
629,8,3100,3.0,1154389460
630,8,3139,3.0,1154465222
631,8,3194,4.5,1154464735
632,8,3302,4.5,1154400414
633,8,3324,4.0,1154464850
634,8,3329,5.0,1154473217
635,8,3353,3.5,1154389340
636,8,3423,3.5,1154400351
637,8,3502,5.0,1154464889
638,8,3571,5.0,1154464738
639,8,3716,3.5,1154464944
640,8,3762,4.5,1154464717
641,8,3770,2.5,1154389541
642,8,3791,4.5,1154465558
643,8,3797,3.5,1154400340
644,8,3804,3.5,1154473419
645,8,3841,3.0,1154400360
646,8,3858,4.5,1154464950
647,8,3918,5.0,1154473364
648,8,3959,4.0,1154464901
649,8,4147,4.5,1154400266
650,8,4578,5.0,1154400441
651,8,4916,3.5,1154400198
652,8,4948,4.0,1154389482
653,8,4996,4.0,1154465526
654,8,5011,4.5,1154464873
655,8,5019,3.5,1154400245
656,8,5034,4.5,1154465279
657,8,5226,5.0,1154464905
658,8,5262,4.0,1154464915
659,8,5448,2.5,1154400334
660,8,5886,3.5,1154464808
661,8,5896,3.5,1154400398
662,8,5963,4.5,1154400383
663,8,5973,4.0,1154465373
664,8,5993,3.5,1154464819
665,8,5995,3.5,1154389449
666,8,6064,5.0,1154400236
667,8,6378,3.5,1154389552
668,8,6445,4.5,1154400449
669,8,6464,4.0,1154464756
670,8,6630,4.0,1154400407
671,8,6650,4.0,1154465399
672,8,6669,3.0,1154465385
673,8,6952,4.0,1154464762
674,8,6989,3.5,1154400444
675,8,7377,4.0,1154389474
676,8,7378,3.0,1154400191
677,8,7870,4.0,1154464895
678,8,7874,5.0,1154465296
679,8,7879,3.0,1154400253
680,8,8143,3.5,1154400294
681,8,8153,4.0,1154464753
682,8,8361,4.0,1154465367
683,8,8438,4.0,1154464994
684,8,9533,2.5,1154400471
685,8,9784,4.5,1154464868
686,8,9873,4.0,1154465499
687,8,9874,3.0,1154465548
688,8,33587,3.5,1154465243
689,8,34166,4.5,1154473310
690,8,34493,4.5,1154400263
691,8,34794,4.5,1154464726
692,8,35162,3.5,1154400423
693,8,41583,3.5,1154473088
694,8,41819,3.5,1154473264
695,8,43007,2.0,1154473042
696,8,44556,3.5,1154473022
697,8,44871,3.0,1154473014
698,8,45004,3.0,1154473017
699,9,1001,4.0,938629179
700,9,1017,4.0,938628337
701,9,1026,3.0,938628655
702,9,1036,5.0,938629110
703,9,1047,3.0,938628897
704,9,1318,4.0,938628966
705,9,1497,4.0,938628777
706,9,1515,4.0,938628577
707,9,1527,5.0,938628843
708,9,1534,5.0,938628337
709,9,1593,4.0,938628843
710,9,1608,5.0,938628843
711,9,1733,2.0,938628337
712,9,2059,5.0,938629250
713,9,2177,3.0,938629470
714,9,2357,4.0,938628655
715,9,2358,4.0,938628450
716,9,2411,3.0,938628655
717,9,2541,2.0,938628777
718,9,2584,4.0,938629341
719,9,2680,4.0,938629054
720,9,2682,5.0,938628690
721,9,2704,4.0,938628966
722,9,2721,3.0,938629470
723,9,2784,5.0,938628966
724,9,3028,4.0,938629341
725,9,3125,4.0,938629522
726,9,3140,4.0,938629747
727,9,3249,4.0,938629053
728,9,3268,3.0,938629053
729,9,3273,3.0,938628777
730,9,3278,4.0,938628897
731,9,3291,4.0,938629341
732,9,3294,2.0,938629250
733,9,3302,4.0,938628843
734,9,3391,4.0,939122916
735,9,3396,4.0,938628577
736,9,3427,2.0,938629681
737,9,3490,3.0,938629681
738,9,3501,4.0,938628966
739,9,3539,2.0,938629341
740,9,3571,5.0,938628450
741,9,3628,3.0,938628843
742,9,3762,4.0,938627748
743,9,3857,4.0,938629681
744,10,1050,5.0,942766420
745,10,1152,4.0,942766793
746,10,1318,4.0,942766515
747,10,1344,3.0,942766603
748,10,1345,4.0,942766603
749,10,1592,3.0,942767328
750,10,1735,4.0,942766974
751,10,2036,3.0,942767258
752,10,2089,3.0,942766420
753,10,2101,2.0,942767328
754,10,2127,4.0,942767328
755,10,2196,4.0,942767258
756,10,2197,4.0,942767258
757,10,2198,4.0,942767258
758,10,2200,4.0,942767258
759,10,2210,4.0,942767258
760,10,2220,3.0,942767328
761,10,2240,4.0,942767258
762,10,2291,4.0,942767258
763,10,2358,5.0,942766420
764,10,2423,4.0,942766420
765,10,2459,3.0,942766725
766,10,2499,3.0,942766845
767,10,2611,5.0,942767029
768,10,2690,3.0,942766679
769,10,2704,4.0,942766472
770,10,2719,5.0,942766472
771,10,2887,2.0,942766845
772,10,2923,5.0,942766515
773,10,3108,3.0,942766472
774,10,3344,5.0,942766991
775,10,3406,4.0,942767328
776,10,3410,2.0,942767328
777,10,3539,4.0,942766845
778,10,3571,5.0,942766515
779,10,3826,5.0,942766109
780,10,3827,3.0,942766251
781,10,3840,3.0,942766213
782,10,3841,4.0,942766029
783,10,3881,3.0,942766164
784,10,3890,4.0,942765978
785,10,3907,2.0,942766213
786,10,3926,5.0,942767121
787,10,3995,2.0,942766251
788,10,4005,3.0,942766059
789,10,4019,4.0,942767571
790,11,1050,5.0,1391658537
791,11,1070,1.0,1391656827
792,11,1126,4.0,1391657561
793,11,1169,3.0,1391657297
794,11,1296,5.0,1391658423
795,11,1778,4.5,1391658505
796,11,1785,3.5,1391656845
797,11,1923,5.0,1391658556
798,11,2027,4.5,1391658634
799,11,2201,5.0,1391658440
800,11,2408,5.0,1391658667
801,11,2918,3.0,1391657062
802,11,3042,3.5,1391657376
803,11,3596,4.5,1391657543
804,11,3762,3.0,1391658583
805,11,4424,3.0,1391657112
806,11,6669,3.0,1391658601
807,11,7598,5.0,1391657861
808,11,27614,5.0,1391658574
809,11,49516,5.0,1391658450
810,11,52084,4.0,1391657605
811,11,59295,4.5,1391657459
812,11,72211,3.5,1391657720
813,11,78455,4.5,1391658141
814,11,80132,4.0,1391658115
815,11,81489,4.5,1391658399
816,11,81906,3.0,1391658137
817,11,82158,4.0,1391658210
818,11,82562,3.5,1391658218
819,11,89129,4.0,1391658385
820,11,92500,4.5,1391658311
821,11,92529,4.5,1391658125
822,11,92548,4.0,1391658270
823,11,97079,4.0,1391658186
824,11,97861,4.0,1391657924
825,11,98938,4.0,1391657610
826,11,105841,5.0,1391658157
827,11,107487,5.0,1391657798
828,12,1253,3.0,968045587
829,12,1529,1.0,968045407
830,12,1538,3.0,968045438
831,12,1608,2.0,968045353
832,12,1673,1.0,968045732
833,12,1736,4.0,968045680
834,12,1737,3.0,968045764
835,12,2028,1.0,968045500
836,12,2032,2.0,968045561
837,12,2077,3.0,968045500
838,12,2197,1.0,955407153
839,12,2215,5.0,968045353
840,12,2220,5.0,955407153
841,12,2230,2.0,968045354
842,12,2235,5.0,968045354
843,12,2295,1.0,955407153
844,12,2374,1.0,968045475
845,12,2387,4.0,968045475
846,12,2639,2.0,968045438
847,12,2732,3.0,968045529
848,12,3259,2.0,955407153
849,12,3355,2.0,968045475
850,12,3460,4.0,968045680
851,12,3529,1.0,968045475
852,12,3668,2.0,968045764
853,12,3959,4.0,968045407
854,12,4146,2.0,968045732
855,12,4148,1.0,968045379
856,12,4176,3.0,968045649
857,12,4179,2.0,968045354
858,12,4298,4.0,968045529
859,12,4324,1.0,968045732
860,12,4408,4.0,968045379
861,12,4474,4.0,955407153
862,12,4770,3.0,968045619
863,12,4773,2.0,968045680
864,12,4780,2.0,968045619
865,12,4791,1.0,968045232
866,12,4793,5.0,968045232
867,12,4794,3.0,968045232
868,12,4798,4.0,968045232
869,12,4799,1.0,968045198
870,12,4801,3.0,968045198
871,12,4809,3.0,968045172
872,12,4825,5.0,968045142
873,12,4827,2.0,968045142
874,12,4829,2.0,968045106
875,12,4831,4.0,968045106
876,12,4841,2.0,968045074
877,12,4844,1.0,968045074
878,12,4861,3.0,968045015
879,12,4863,5.0,968045015
880,12,4864,3.0,968045015
881,12,4865,5.0,968045015
882,12,4869,2.0,968044981
883,12,4871,2.0,968044981
884,12,4873,3.0,968044981
885,12,4879,5.0,968044949
886,12,4885,3.0,968044949
887,12,4886,2.0,968044949
888,12,7184,4.0,968045173
889,13,1001,5.0,1331380058
890,13,1047,2.5,1331380914
891,13,1110,4.0,1331380038
892,13,1277,4.0,1331379348
893,13,1296,3.5,1331380895
894,13,1318,4.5,1331380029
895,13,1356,5.0,1331380018
896,13,1362,4.5,1331379479
897,13,1480,3.0,1331380025
898,13,1524,3.5,1331379485
899,13,1527,4.0,1331380901
900,13,1531,4.0,1331379483
901,13,1587,3.0,1331380851
902,13,1590,4.0,1331380062
903,13,1914,4.0,1331379366
904,13,1919,3.5,1331380871
