,userId,movieId,rating,timestamp,is_test
244,u4,m1580,5.0,949919978,False
245,u4,m1663,4.0,949811559,False
246,u4,m1674,5.0,949896244,False
248,u4,m1858,5.0,949919738,False
249,u4,m1917,4.0,949810688,False
251,u4,m1953,5.0,949810261,False
252,u4,m1954,5.0,949810261,False
253,u4,m1961,5.0,949918743,False
255,u4,m1968,5.0,949811559,False
256,u4,m1994,5.0,949896309,False
257,u4,m2000,5.0,949811602,False
260,u4,m2005,5.0,949896070,False
261,u4,m2014,4.0,949919454,False
262,u4,m2018,5.0,949778771,False
263,u4,m2020,4.0,949811738,False
264,u4,m2021,4.0,949896114,False
265,u4,m2033,4.0,949982239,False
266,u4,m2034,4.0,949896183,False
267,u4,m2046,5.0,949810618,False
269,u4,m2064,5.0,949918648,False
270,u4,m2078,5.0,949949444,False
271,u4,m2080,5.0,949919306,False
272,u4,m2081,4.0,949982239,False
273,u4,m2085,5.0,949949444,False
274,u4,m2086,5.0,949896114,False
275,u4,m2087,5.0,949949638,False
276,u4,m2091,5.0,949896183,False
277,u4,m2094,4.0,949920028,False
278,u4,m2096,5.0,949949538,False
279,u4,m2100,5.0,949896114,False
280,u4,m2102,5.0,949949396,False
281,u4,m2105,4.0,949896114,False
282,u4,m2109,5.0,949919399,False
284,u4,m2114,5.0,949918927,False
285,u4,m2115,5.0,949918994,False
286,u4,m2124,4.0,949919763,False
287,u4,m2140,5.0,949896070,False
288,u4,m2141,4.0,949982239,False
289,u4,m2143,4.0,949896114,False
290,u4,m2144,5.0,949811603,False
291,u4,m2161,5.0,949896070,False
292,u4,m2174,5.0,949896070,False
294,u4,m2194,5.0,949918764,False
295,u4,m2248,4.0,949811559,False
297,u4,m2268,5.0,949895772,False
298,u4,m2289,5.0,949919556,False
299,u4,m2348,4.0,949918927,False
300,u4,m2371,4.0,949811603,False
301,u4,m2403,4.0,949918994,False
302,u4,m2406,5.0,949918994,False
303,u4,m2409,4.0,949810302,False
304,u4,m2454,5.0,949982274,False
305,u4,m2467,5.0,949918875,False
306,u4,m2551,4.0,949896275,False
308,u4,m2628,5.0,949810582,False
309,u4,m2640,5.0,949810261,False
311,u4,m2683,4.0,949896497,False
312,u4,m2699,4.0,949896497,False
313,u4,m2716,5.0,949811523,False
314,u4,m2723,5.0,949810582,False
315,u4,m2734,4.0,949778714,False
317,u4,m2788,5.0,949919399,False
318,u4,m2791,5.0,949811490,False
319,u4,m2795,4.0,949811603,False
320,u4,m2797,5.0,949896070,False
321,u4,m2804,5.0,949811738,False
324,u4,m2872,5.0,949896114,False
325,u4,m2877,5.0,949896377,False
328,u4,m2916,4.0,949810534,False
329,u4,m2918,5.0,949811559,False
330,u4,m2968,5.0,949896070,False
332,u4,m2987,5.0,949918807,False
333,u4,m2991,5.0,949810261,False
335,u4,m3034,5.0,949949444,False
336,u4,m3039,4.0,949811559,False
337,u4,m3040,5.0,949919419,False
338,u4,m3060,5.0,949919656,False
339,u4,m3071,4.0,949918715,False
340,u4,m3101,4.0,949896275,False
341,u4,m3104,4.0,949811603,False
342,u4,m3108,5.0,949919738,False
343,u4,m3169,4.0,949918904,False
345,u4,m3210,4.0,949811523,False
346,u4,m3251,5.0,949918970,False
347,u4,m3255,4.0,949919738,False
349,u4,m3265,5.0,949895732,False
351,u5,m3,4.0,1163374957,False
352,u5,m39,4.0,1163374952,False
353,u5,m104,4.0,1163374639,False
354,u5,m141,4.0,1163374242,False
355,u5,m150,4.0,1163374404,False
357,u5,m277,4.5,1163373208,False
359,u5,m356,4.0,1163374152,False
360,u5,m364,4.0,1163373752,False
361,u5,m367,4.0,1163373755,False
362,u5,m377,4.0,1163373610,False
363,u5,m440,4.0,1163374477,False
364,u5,m500,4.5,1163373718,False
365,u5,m586,4.0,1163374392,False
367,u5,m595,4.0,1163374190,False
368,u5,m597,5.0,1163373711,False
372,u5,m919,4.0,1163374286,False
373,u5,m1022,4.0,1163373316,False
377,u5,m1247,4.0,1163374582,False
378,u5,m1307,4.0,1163374495,False
379,u5,m1380,5.0,1163373044,False
381,u5,m1485,4.5,1163374608,False
383,u5,m1682,4.0,1163374214,False
384,u5,m1721,4.0,1163373744,False
385,u5,m1777,4.0,1163374601,False
386,u5,m1784,4.5,1163374251,False
387,u5,m1923,4.5,1163373726,False
388,u5,m1961,4.0,1163373675,False
389,u5,m1968,4.0,1163374324,False
392,u5,m2081,5.0,1163373109,False
393,u5,m2273,4.0,1163373276,False
394,u5,m2294,4.0,1163373251,False
396,u5,m2424,4.0,1163373193,False
398,u5,m2683,4.0,1163373679,False
399,u5,m2694,4.5,1163373293,False
400,u5,m2706,4.0,1163374246,False
407,u5,m3408,4.0,1163374137,False
409,u5,m3897,4.5,1163374235,False
411,u5,m4014,4.0,1163373273,False
412,u5,m4018,4.0,1163375025,False
414,u5,m4025,4.5,1163375145,False
417,u5,m4447,4.5,1163375033,False
420,u5,m4995,4.5,1163373616,False
422,u5,m5299,4.5,1163373299,False
423,u5,m5349,4.5,1163373606,False
424,u5,m5464,4.0,1163374443,False
426,u5,m5679,4.5,1163374389,False
428,u5,m5995,4.0,1163374533,False
430,u5,m6373,4.0,1163374572,False
431,u5,m6377,4.0,1163373626,False
432,u5,m6502,4.0,1163374455,False
434,u5,m6942,4.0,1163374511,False
435,u5,m8376,4.0,1163374742,False
436,u5,m8464,4.0,1163374381,False
438,u5,m8636,4.5,1163373593,False
439,u5,m8644,4.0,1163374426,False
440,u5,m30707,4.5,1163374340,False
441,u5,m30749,4.5,1163374702,False
443,u5,m33166,5.0,1163374211,False
444,u5,m33679,4.0,1163374517,False
445,u5,m34162,4.5,1163374227,False
446,u5,m35836,4.0,1163374275,False
447,u5,m40819,4.5,1163374283,False
448,u5,m41566,4.0,1163374144,False
449,u5,m41569,4.0,1163374167,False
450,u5,m48385,4.5,1163374357,False
451,u6,m111,4.0,1109258212,False
454,u6,m293,5.0,1108134539,False
455,u6,m596,4.0,1108134269,False
456,u6,m903,4.0,1108134299,False
458,u6,m1250,4.5,1108134284,False
459,u6,m1259,4.5,1109258196,False
460,u6,m1276,4.5,1108134309,False
461,u6,m1285,4.5,1108134339,False
469,u6,m2019,4.0,1109258270,False
470,u6,m2072,4.0,1109258285,False
471,u6,m2174,4.0,1109258175,False
474,u6,m2529,4.0,1108134293,False
477,u6,m2692,4.0,1108134274,False
479,u6,m2761,4.5,1108134545,False
482,u6,m3114,4.0,1109258183,False
487,u6,m5952,5.0,1108134311,False
489,u6,m7153,5.0,1108134519,False
490,u6,m7361,4.0,1108134524,False
492,u6,m8636,4.0,1108134537,False
494,u6,m8874,4.5,1108134521,False
499,u7,m34,4.0,851867861,False
500,u7,m40,4.0,851866901,False
503,u7,m112,4.0,851866720,False
504,u7,m141,4.0,851866704,False
505,u7,m151,4.0,851868206,False
508,u7,m260,5.0,851869062,False
511,u7,m318,5.0,851868187,False
521,u7,m380,4.0,851869291,False
522,u7,m480,4.0,851869161,False
524,u7,m534,4.0,851868246,False
526,u7,m541,4.0,851869035,False
527,u7,m551,4.0,851868019,False
528,u7,m588,4.0,851868044,False
530,u7,m590,4.0,851868186,False
532,u7,m594,4.0,851868020,False
535,u7,m671,4.0,851866806,False
537,u7,m720,5.0,851868019,False
541,u7,m745,5.0,851868020,False
544,u7,m924,4.0,851868289,False
547,u7,m1079,4.0,851867320,False
548,u7,m1080,4.0,851867289,False
552,u7,m1136,4.0,851867289,False
553,u7,m1148,5.0,851868019,False
554,u7,m1196,5.0,851869034,False
556,u7,m1198,5.0,851869035,False
557,u7,m1210,5.0,851869034,False
558,u7,m1220,4.0,851867379,False
559,u7,m1223,5.0,851868044,False
560,u7,m1225,5.0,851868246,False
561,u7,m1231,4.0,851868321,False
562,u7,m1240,4.0,851869062,False
563,u7,m1242,5.0,851868289,False
565,u7,m1275,4.0,851869080,False
567,u7,m1287,4.0,851868332,False
568,u7,m1288,4.0,851867401,False
571,u7,m1302,4.0,851868471,False
577,u7,m1374,4.0,851869035,False
581,u7,m1405,5.0,851866978,False
583,u8,m32,5.0,1154465405,False
585,u8,m47,5.0,1154464836,False
586,u8,m50,5.0,1154400173,False
587,u8,m110,4.0,1154473268,False
590,u8,m296,4.0,1154465380,False
591,u8,m318,5.0,1154464714,False
592,u8,m356,4.0,1154400390,False
593,u8,m457,4.5,1154400475,False
596,u8,m527,5.0,1154400170,False
597,u8,m543,5.0,1154389386,False
598,u8,m589,4.0,1154464853,False
599,u8,m593,4.5,1154464833,False
600,u8,m628,4.0,1154400284,False
602,u8,m858,5.0,1154400181,False
604,u8,m1197,4.0,1154464887,False
605,u8,m1198,4.0,1154464730,False
606,u8,m1210,4.0,1154464769,False
607,u8,m1219,4.0,1154465573,False
608,u8,m1225,4.0,1154465394,False
609,u8,m1258,4.0,1154465555,False
610,u8,m1259,4.0,1154464811,False
612,u8,m1270,4.0,1154464747,False
613,u8,m1291,4.0,1154464720,False
616,u8,m1387,4.0,1154465285,False
618,u8,m1500,4.0,1154465235,False
622,u8,m1674,4.0,1154389491,False
623,u8,m1704,4.0,1154473252,False
625,u8,m1777,5.0,1154400458,False
627,u8,m1961,5.0,1154473322,False
628,u8,m2028,4.0,1154473259,False
631,u8,m2194,4.5,1154464735,False
632,u8,m2302,4.5,1154400414,False
633,u8,m2324,4.0,1154464850,False
634,u8,m2329,5.0,1154473217,False
637,u8,m2502,5.0,1154464889,False
638,u8,m2571,5.0,1154464738,False
640,u8,m2762,4.5,1154464717,False
642,u8,m2791,4.5,1154465558,False
646,u8,m2858,4.5,1154464950,False
647,u8,m2918,5.0,1154473364,False
648,u8,m2959,4.0,1154464901,False
649,u8,m3147,4.5,1154400266,False
650,u8,m3578,5.0,1154400441,False
652,u8,m3948,4.0,1154389482,False
653,u8,m3996,4.0,1154465526,False
654,u8,m4011,4.5,1154464873,False
656,u8,m4034,4.5,1154465279,False
657,u8,m4226,5.0,1154464905,False
658,u8,m4262,4.0,1154464915,False
662,u8,m4963,4.5,1154400383,False
663,u8,m4973,4.0,1154465373,False
666,u8,m5064,5.0,1154400236,False
668,u8,m5445,4.5,1154400449,False
669,u8,m5464,4.0,1154464756,False
670,u8,m5630,4.0,1154400407,False
671,u8,m5650,4.0,1154465399,False
673,u8,m5952,4.0,1154464762,False
675,u8,m6377,4.0,1154389474,False
677,u8,m6870,4.0,1154464895,False
678,u8,m6874,5.0,1154465296,False
681,u8,m7153,4.0,1154464753,False
682,u8,m7361,4.0,1154465367,False
683,u8,m7438,4.0,1154464994,False
685,u8,m8784,4.5,1154464868,False
686,u8,m8873,4.0,1154465499,False
689,u8,m33166,4.5,1154473310,False
690,u8,m33493,4.5,1154400263,False
691,u8,m33794,4.5,1154464726,False
699,u9,m1,4.0,938629179,False
700,u9,m17,4.0,938628337,False
702,u9,m36,5.0,938629110,False
704,u9,m318,4.0,938628966,False
705,u9,m497,4.0,938628777,False
706,u9,m515,4.0,938628577,False
707,u9,m527,5.0,938628843,False
708,u9,m534,5.0,938628337,False
709,u9,m593,4.0,938628843,False
710,u9,m608,5.0,938628843,False
714,u9,m1357,4.0,938628655,False
715,u9,m1358,4.0,938628450,False
718,u9,m1584,4.0,938629341,False
719,u9,m1680,4.0,938629054,False
720,u9,m1682,5.0,938628690,False
721,u9,m1704,4.0,938628966,False
723,u9,m1784,5.0,938628966,False
724,u9,m2028,4.0,938629341,False
725,u9,m2125,4.0,938629522,False
726,u9,m2140,4.0,938629747,False
727,u9,m2249,4.0,938629053,False
730,u9,m2278,4.0,938628897,False
731,u9,m2291,4.0,938629341,False
733,u9,m2302,4.0,938628843,False
734,u9,m2391,4.0,939122916,False
735,u9,m2396,4.0,938628577,False
738,u9,m2501,4.0,938628966,False
740,u9,m2571,5.0,938628450,False
742,u9,m2762,4.0,938627748,False
743,u9,m2857,4.0,938629681,False
744,u10,m50,5.0,942766420,False
745,u10,m152,4.0,942766793,False
746,u10,m318,4.0,942766515,False
748,u10,m345,4.0,942766603,False
750,u10,m735,4.0,942766974,False
754,u10,m1127,4.0,942767328,False
755,u10,m1196,4.0,942767258,False
756,u10,m1197,4.0,942767258,False
757,u10,m1198,4.0,942767258,False
758,u10,m1200,4.0,942767258,False
759,u10,m1210,4.0,942767258,False
761,u10,m1240,4.0,942767258,False
762,u10,m1291,4.0,942767258,False
764,u10,m1423,4.0,942766420,False
767,u10,m1611,5.0,942767029,False
769,u10,m1704,4.0,942766472,False
770,u10,m1719,5.0,942766472,False
772,u10,m1923,5.0,942766515,False
774,u10,m2344,5.0,942766991,False
775,u10,m2406,4.0,942767328,False
777,u10,m2539,4.0,942766845,False
778,u10,m2571,5.0,942766515,False
779,u10,m2826,5.0,942766109,False
782,u10,m2841,4.0,942766029,False
784,u10,m2890,4.0,942765978,False
786,u10,m2926,5.0,942767121,False
789,u10,m3019,4.0,942767571,False
790,u11,m50,5.0,1391658537,False
792,u11,m126,4.0,1391657561,False
794,u11,m296,5.0,1391658423,False
795,u11,m778,4.5,1391658505,False
797,u11,m923,5.0,1391658556,False
798,u11,m1027,4.5,1391658634,False
799,u11,m1201,5.0,1391658440,False
800,u11,m1408,5.0,1391658667,False
803,u11,m2596,4.5,1391657543,False
807,u11,m6598,5.0,1391657861,False
808,u11,m26614,5.0,1391658574,False
809,u11,m48516,5.0,1391658450,False
810,u11,m51084,4.0,1391657605,False
811,u11,m58295,4.5,1391657459,False
813,u11,m77455,4.5,1391658141,False
814,u11,m79132,4.0,1391658115,False
815,u11,m80489,4.5,1391658399,False
817,u11,m81158,4.0,1391658210,False
819,u11,m88129,4.0,1391658385,False
820,u11,m91500,4.5,1391658311,False
821,u11,m91529,4.5,1391658125,False
822,u11,m91548,4.0,1391658270,False
823,u11,m96079,4.0,1391658186,False
824,u11,m96861,4.0,1391657924,False
825,u11,m97938,4.0,1391657610,False
827,u11,m106487,5.0,1391657798,False
833,u12,m736,4.0,968045680,False
840,u12,m1220,5.0,955407153,False
842,u12,m1235,5.0,968045354,False
845,u12,m1387,4.0,968045475,False
850,u12,m2460,4.0,968045680,False
853,u12,m2959,4.0,968045407,False
858,u12,m3298,4.0,968045529,False
860,u12,m3408,4.0,968045379,False
861,u12,m3474,4.0,955407153,False
866,u12,m3793,5.0,968045232,False
868,u12,m3798,4.0,968045232,False
872,u12,m3825,5.0,968045142,False
875,u12,m3831,4.0,968045106,False
879,u12,m3863,5.0,968045015,False
881,u12,m3865,5.0,968045015,False
885,u12,m3879,5.0,968044949,False
888,u12,m6184,4.0,968045173,False
891,u13,m110,4.0,1331380038,False
892,u13,m277,4.0,1331379348,False
894,u13,m318,4.5,1331380029,False
895,u13,m356,5.0,1331380018,False
896,u13,m362,4.5,1331379479,False
899,u13,m527,4.0,1331380901,False
900,u13,m531,4.0,1331379483,False
902,u13,m590,4.0,1331380062,False
903,u13,m914,4.0,1331379366,False
906,u13,m1259,4.0,1331380814,False
909,u13,m1961,4.0,1331380745,False
910,u13,m2355,4.0,1331380741,False
913,u13,m2761,4.0,1331379470,False
919,u13,m3147,4.0,1331380752,False
923,u13,m4306,4.0,1331380721,False
924,u13,m4310,4.5,1331379506,False
927,u13,m4878,4.5,1331380145,False
929,u13,m4993,4.5,1331380883,False
930,u13,m5989,4.0,1331380785,False
931,u13,m6377,4.5,1331380734,False
932,u13,m7361,4.0,1331380159,False
933,u13,m7502,4.5,1331380306,False
935,u13,m58559,4.5,1331380873,False
936,u13,m64614,4.5,1331380830,False
937,u13,m69757,4.0,1331379748,False
938,u13,m78499,4.0,1331380725,False
939,u13,m81834,4.5,1331380387,False
940,u13,m88125,4.5,1331380390,False
943,u14,m1196,4.0,976243997,False
954,u14,m3114,4.0,976244591,False
959,u14,m3751,4.0,976244205,False
961,u14,m3988,4.0,976244343,False
964,u15,m5,4.5,1093070098,False
965,u15,m6,4.0,1040205753,False
972,u15,m21,4.5,1058249528,False
975,u15,m32,4.0,997938466,False
980,u15,m47,5.0,1054449816,False
981,u15,m50,5.0,997938500,False
985,u15,m82,5.0,1044220302,False
988,u15,m101,4.0,1134522072,False
992,u15,m111,5.0,997938500,False
994,u15,m123,4.0,997938358,False
997,u15,m149,5.0,1075142933,False
1003,u15,m162,4.0,997938676,False
1005,u15,m164,4.0,997938413,False
1009,u15,m175,4.0,1166587180,False
1010,u15,m176,4.0,1046209579,False
1018,u15,m215,4.5,1054449903,False
1020,u15,m223,4.0,997939415,False
1024,u15,m232,4.0,1033345227,False
1025,u15,m233,4.0,1033344772,False
1026,u15,m235,4.0,997939415,False
1028,u15,m246,5.0,997938656,False
1032,u15,m260,5.0,997938437,False
1036,u15,m293,5.0,997938567,False
1037,u15,m296,5.0,997938771,False
1038,u15,m300,4.0,1054449869,False
1039,u15,m306,5.0,997938737,False
1040,u15,m307,4.0,997938894,False
1041,u15,m308,4.0,1052897100,False
1056,u15,m364,4.0,997939065,False
1062,u15,m377,4.0,1033344267,False
1063,u15,m380,4.0,997939179,False
1066,u15,m431,4.0,1132469126,False
1070,u15,m441,4.0,997938322,False
1073,u15,m457,5.0,997938567,False
1081,u15,m494,4.0,1093028414,False
1087,u15,m527,4.0,997937239,False
1091,u15,m541,5.0,997938438,False
1093,u15,m549,5.0,997938676,False
1095,u15,m555,4.0,1033344257,False
1102,u15,m589,4.0,997938451,False
1104,u15,m592,4.0,997939162,False
1105,u15,m593,5.0,997938500,False
1108,u15,m608,5.0,997938500,False
1112,u15,m648,4.0,1093028231,False
1124,u15,m750,4.0,997938438,False
1126,u15,m778,4.0,1054450167,False
1133,u15,m800,5.0,997938391,False
1135,u15,m803,4.5,1054450008,False
1139,u15,m851,4.0,1035258747,False
1140,u15,m858,5.0,997938703,False
1141,u15,m866,4.0,997938567,False
1142,u15,m899,5.0,1058250570,False
1143,u15,m903,5.0,997938346,False
1144,u15,m904,5.0,997938346,False
1145,u15,m908,5.0,997938500,False
1146,u15,m909,4.0,997939604,False
1148,u15,m911,4.0,1058250459,False
1149,u15,m912,5.0,997938140,False
1150,u15,m913,4.0,1416119525,False
1156,u15,m923,5.0,997938727,False
1157,u15,m924,5.0,997938358,False
1161,u15,m994,4.0,997939453,False
1164,u15,m1036,4.0,997938528,False
1165,u15,m1041,5.0,997938905,False
1168,u15,m1060,4.0,1054450184,False
1170,u15,m1079,4.0,997937239,False
1173,u15,m1089,4.0,997938528,False
1176,u15,m1094,4.0,1033345199,False
1177,u15,m1095,4.0,1040205624,False
1178,u15,m1097,4.0,997938466,False
1182,u15,m1127,4.0,997939162,False
1187,u15,m1171,4.0,1054449673,False
1189,u15,m1176,4.0,997938862,False
1191,u15,m1179,4.0,1033344257,False
1193,u15,m1186,4.5,1166586456,False
1195,u15,m1193,5.0,997938760,False
1196,u15,m1196,5.0,997938438,False
1198,u15,m1198,4.0,997939111,False
1200,u15,m1200,4.0,997938528,False
1202,u15,m1203,4.0,997938784,False
1204,u15,m1206,5.0,997938438,False
1206,u15,m1208,5.0,997938822,False
1207,u15,m1209,4.5,1345398245,False
1208,u15,m1210,5.0,997938466,False
1212,u15,m1214,4.0,997938203,False
1215,u15,m1218,4.0,997939207,False
1218,u15,m1221,5.0,997938712,False
1219,u15,m1222,4.0,997939614,False
1220,u15,m1223,4.0,997938288,False
1221,u15,m1225,4.0,1034544304,False
1222,u15,m1228,4.0,997938800,False
1224,u15,m1231,4.0,1054450216,False
1226,u15,m1234,4.0,1054450238,False
1230,u15,m1244,5.0,997938151,False
1232,u15,m1247,5.0,997938171,False
1235,u15,m1250,4.0,997938760,False
1237,u15,m1252,5.0,997938346,False
1239,u15,m1258,4.0,997938219,False
1243,u15,m1263,4.0,1120208625,False
1245,u15,m1265,4.0,997938171,False
1246,u15,m1266,4.0,997939360,False
1247,u15,m1267,5.0,997938500,False
1248,u15,m1270,5.0,997938451,False
1256,u15,m1288,4.0,1163876491,False
1257,u15,m1289,4.0,1465793922,False
1259,u15,m1291,4.0,997939144,False
1260,u15,m1293,4.0,997938894,False
1261,u15,m1297,4.0,1166587005,False
1265,u15,m1307,5.0,997938162,False
1278,u15,m1387,4.0,1040205754,False
1281,u15,m1394,4.0,997939021,False
1282,u15,m1396,4.0,1055439459,False
1284,u15,m1407,5.0,997938219,False
1285,u15,m1449,4.0,997939358,False
1286,u15,m1464,4.0,997938391,False
1287,u15,m1466,4.0,997939439,False
1301,u15,m1546,4.0,997938322,False
1306,u15,m1573,4.0,997938476,False
1307,u15,m1580,4.0,997939179,False
1308,u15,m1584,4.0,1052896685,False
1315,u15,m1617,5.0,997938346,False
1316,u15,m1625,4.0,997938391,False
1317,u15,m1635,4.0,1033345134,False
1318,u15,m1639,4.0,1054449877,False
1325,u15,m1676,4.0,1052896916,False
1328,u15,m1689,4.5,1465880892,False
1331,u15,m1704,4.0,1033345148,False
1332,u15,m1717,4.0,1166586533,False
1333,u15,m1719,4.0,997938931,False
1340,u15,m1748,4.0,997938451,False
1352,u15,m1827,4.0,997938676,False
1356,u15,m1845,4.0,1052897012,False
1357,u15,m1859,5.0,997938834,False
1358,u15,m1860,4.0,997939439,False
1362,u15,m1883,4.0,1052897043,False
1368,u15,m1912,5.0,1033345241,False
1371,u15,m1921,4.0,1052896819,False
1372,u15,m1923,4.5,1054449908,False
1373,u15,m1945,4.0,997938954,False
1378,u15,m1955,4.5,1338698424,False
1379,u15,m1956,4.0,1166587036,False
1383,u15,m1968,4.0,1052897128,False
1385,u15,m1997,5.0,997938255,False
1388,u15,m2005,4.0,997938630,False
1389,u15,m2006,4.0,1035258747,False
1394,u15,m2019,4.5,1134521638,False
1402,u15,m2064,4.5,1338698431,False
1405,u15,m2105,4.0,1052896867,False
1406,u15,m2108,4.5,1058250482,False
1407,u15,m2115,4.0,1193435562,False
1418,u15,m2174,4.0,997938603,False
1420,u15,m2194,4.0,1040205754,False
1422,u15,m2232,4.0,997938466,False
1423,u15,m2243,4.5,1128274472,False
1431,u15,m2289,4.0,997938322,False
1438,u15,m2318,4.5,1054449678,False
1457,u15,m2395,5.0,997939404,False
1462,u15,m2413,4.5,1425875796,False
1470,u15,m2478,4.0,1122576699,False
1473,u15,m2502,5.0,1033344897,False
1481,u15,m2571,5.0,997938438,False
1482,u15,m2572,5.0,1033344641,False
1489,u15,m2594,4.0,997938466,False
1497,u15,m2640,4.0,997939179,False
1500,u15,m2671,4.0,997939653,False
1513,u15,m2712,4.0,997939623,False
1515,u15,m2716,4.0,997938219,False
1527,u15,m2770,4.0,1033344702,False
1528,u15,m2791,4.0,997939008,False
1530,u15,m2797,4.0,997938603,False
1535,u15,m2858,4.0,997938310,False
1536,u15,m2871,4.0,997939144,False
1538,u15,m2890,4.0,1054450160,False
1539,u15,m2905,4.0,1040205754,False
